Id	TalismanaId	Level	RankupBasicMaterial	RankupConsumeMaterial	Property	Resolve	OpenSkillRules	SpecialProperty	SpecialSkill
634	90009	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
635	90009	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		109207		
636	90009	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
637	90009	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
638	90009	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
639	90009	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
640	90009	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		109208		
641	90009	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
642	90009	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
643	90009	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
644	90009	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
645	90009	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		109209		
646	90009	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
647	90009	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
648	90009	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
649	90009	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
650	90009	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		109210		
651	90009	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
652	90009	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
653	90009	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
654	90009	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
655	90009	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		109211		
656	90009	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
657	90009	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
658	90009	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
659	90009	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
660	90009	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		109212		
661	90009	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
662	90009	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
663	90009	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
664	90009	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
665	90009	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		109213		
666	90009	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
667	90009	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
668	90009	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
669	90009	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
670	90009	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		109214		
671	90009	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
672	90009	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
673	90009	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
674	90009	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
675	90009	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		109215		
676	90010	1	14#6000		2#450|1#3000|3#150|4#150				
677	90010	2	14#8000		2#495|1#3300|3#165|4#165				
678	90010	3	14#10000		2#540|1#3600|3#180|4#180				
679	90010	4	14#12000		2#585|1#3900|3#195|4#195				
680	90010	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		110201		
681	90010	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
682	90010	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
683	90010	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
684	90010	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
685	90010	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		110202		
686	90010	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
687	90010	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
688	90010	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
689	90010	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
690	90010	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		110203		
691	90010	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
692	90010	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
693	90010	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
694	90010	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
695	90010	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		110204		
696	90010	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
697	90010	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
698	90010	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
699	90010	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
700	90010	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		110205		
701	90010	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
702	90010	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
703	90010	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
704	90010	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
705	90010	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		110206		
706	90010	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
707	90010	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
708	90010	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
709	90010	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
710	90010	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		110207		
711	90010	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
712	90010	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
713	90010	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
714	90010	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
715	90010	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		110208		
716	90010	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
717	90010	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
718	90010	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
719	90010	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
720	90010	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		110209		
721	90010	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
722	90010	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
723	90010	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
724	90010	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
725	90010	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		110210		
726	90010	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
727	90010	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
728	90010	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
729	90010	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
730	90010	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		110211		
731	90010	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
732	90010	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
733	90010	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
734	90010	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
735	90010	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		110212		
736	90010	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
737	90010	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
738	90010	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
739	90010	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
740	90010	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		110213		
741	90010	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
742	90010	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
743	90010	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
744	90010	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
745	90010	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		110214		
746	90010	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
747	90010	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
748	90010	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
749	90010	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
750	90010	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		110215		
751	90011	1	14#6000		2#450|1#3000|3#150|4#150				
752	90011	2	14#8000		2#495|1#3300|3#165|4#165				
753	90011	3	14#10000		2#540|1#3600|3#180|4#180				
754	90011	4	14#12000		2#585|1#3900|3#195|4#195				
755	90011	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		111201		
756	90011	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
757	90011	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
758	90011	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
759	90011	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
760	90011	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		111202		
761	90011	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
762	90011	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
763	90011	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
764	90011	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
765	90011	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		111203		
766	90011	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
767	90011	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
768	90011	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
769	90011	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
770	90011	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		111204		
771	90011	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
772	90011	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
773	90011	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
774	90011	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
775	90011	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		111205		
776	90011	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
777	90011	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
778	90011	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
779	90011	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
780	90011	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		111206		
781	90011	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
782	90011	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
783	90011	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
784	90011	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
785	90011	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		111207		
786	90011	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
787	90011	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
788	90011	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
789	90011	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
790	90011	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		111208		
791	90011	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
792	90011	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
793	90011	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
794	90011	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
795	90011	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		111209		
796	90011	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
797	90011	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
798	90011	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
799	90011	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
800	90011	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		111210		
801	90011	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
802	90011	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
803	90011	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
804	90011	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
805	90011	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		111211		
806	90011	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
807	90011	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
808	90011	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
809	90011	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
810	90011	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		111212		
811	90011	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
812	90011	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
813	90011	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
814	90011	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
815	90011	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		111213		
816	90011	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
817	90011	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
818	90011	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
819	90011	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
820	90011	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		111214		
821	90011	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
822	90011	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
823	90011	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
824	90011	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
825	90011	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		111215		
826	90012	1	14#6000		2#450|1#3000|3#150|4#150				
827	90012	2	14#8000		2#495|1#3300|3#165|4#165				
828	90012	3	14#10000		2#540|1#3600|3#180|4#180				
829	90012	4	14#12000		2#585|1#3900|3#195|4#195				
830	90012	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		112201		
831	90012	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
832	90012	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
833	90012	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
834	90012	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
835	90012	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		112202		
836	90012	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
837	90012	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
838	90012	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
839	90012	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
840	90012	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		112203		
841	90012	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
842	90012	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
843	90012	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
844	90012	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
845	90012	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		112204		
846	90012	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
847	90012	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
848	90012	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
849	90012	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
850	90012	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		112205		
851	90012	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
852	90012	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
853	90012	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
854	90012	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
855	90012	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		112206		
856	90012	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
857	90012	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
858	90012	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
859	90012	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
860	90012	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		112207		
861	90012	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
862	90012	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
863	90012	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
864	90012	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
865	90012	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		112208		
866	90012	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
867	90012	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
868	90012	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
869	90012	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
870	90012	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		112209		
871	90012	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
872	90012	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
873	90012	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
874	90012	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
875	90012	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		112210		
876	90012	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
877	90012	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
878	90012	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
879	90012	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
880	90012	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		112211		
881	90012	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
882	90012	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
883	90012	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
884	90012	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
885	90012	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		112212		
886	90012	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
887	90012	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
888	90012	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
889	90012	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
890	90012	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		112213		
891	90012	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
892	90012	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
893	90012	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
894	90012	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
895	90012	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		112214		
896	90012	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
897	90012	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
898	90012	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
899	90012	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
900	90012	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		112215		
901	90013	1	14#6000		2#450|1#3000|3#150|4#150				
902	90013	2	14#8000		2#495|1#3300|3#165|4#165				
903	90013	3	14#10000		2#540|1#3600|3#180|4#180				
904	90013	4	14#12000		2#585|1#3900|3#195|4#195				
905	90013	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		113201		
906	90013	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
907	90013	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
908	90013	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
909	90013	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
910	90013	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		113202		
911	90013	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
912	90013	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
913	90013	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
914	90013	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
915	90013	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		113203		
916	90013	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
917	90013	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
918	90013	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
919	90013	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
920	90013	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		113204		
921	90013	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
922	90013	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
923	90013	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
