Id	TechId	Level	Values	RankNum	Profession	Limits	Consume	OpenRules
1548	309	24	1#3882	2	4	46	1002#12000	307#10
1549	309	25	1#4134	2	4	46	1002#12500	307#10
1550	309	26	1#4392	2	4	48	1002#13000	307#10
1551	309	27	1#4659	2	4	48	1002#13500	307#10
1552	309	28	1#4932	2	4	49	1002#14000	307#10
1553	309	29	1#5212	2	4	50	1002#14500	307#10
1554	309	30	1#5500	2	4	0	null	307#10
1555	310	0	1#0	2	4	1	1002#3000	308#10
1556	310	1	1#79	2	4	1	1002#3200	308#10
1557	310	2	1#165	2	4	1	1002#3400	308#10
1558	310	3	1#259	2	4	1	1002#3600	308#10
1559	310	4	1#359	2	4	1	1002#3800	308#10
1560	310	5	1#467	2	4	1	1002#4000	308#10
1561	310	6	1#582	2	4	1	1002#4200	308#10
1562	310	7	1#705	2	4	1	1002#4400	308#10
1563	310	8	1#834	2	4	1	1002#4600	308#10
1564	310	9	1#970	2	4	1	1002#4800	308#10
1565	310	10	1#1114	2	4	28	1002#5000	308#10
1566	310	11	1#1265	2	4	28	1002#5500	308#10
1567	310	12	1#1423	2	4	32	1002#6000	308#10
1568	310	13	1#1588	2	4	32	1002#6500	308#10
1569	310	14	1#1761	2	4	32	1002#7000	308#10
1570	310	15	1#1941	2	4	35	1002#7500	308#10
1571	310	16	1#2128	2	4	35	1002#8000	308#10
1572	310	17	1#2322	2	4	36	1002#8500	308#10
1573	310	18	1#2523	2	4	38	1002#9000	308#10
1574	310	19	1#2732	2	4	38	1002#9500	308#10
1575	310	20	1#2947	2	4	40	1002#10000	308#10
1576	310	21	1#3170	2	4	42	1002#10500	308#10
1577	310	22	1#3401	2	4	42	1002#11000	308#10
1578	310	23	1#3638	2	4	44	1002#11500	308#10
1579	310	24	1#3882	2	4	46	1002#12000	308#10
1580	310	25	1#4134	2	4	46	1002#12500	308#10
1581	310	26	1#4392	2	4	48	1002#13000	308#10
1582	310	27	1#4659	2	4	48	1002#13500	308#10
1583	310	28	1#4932	2	4	49	1002#14000	308#10
1584	310	29	1#5212	2	4	50	1002#14500	308#10
1585	310	30	1#5500	2	4	0	null	308#10
1586	311	0	1#0|2#0	3	4	1	1002#5000	306#20
1587	311	1	1#316|2#28	3	4	1	1002#5200	306#20
1588	311	2	1#661|2#60	3	4	1	1002#5400	306#20
1589	311	3	1#1035|2#94	3	4	1	1002#5600	306#20
1590	311	4	1#1438|2#130	3	4	1	1002#5800	306#20
1591	311	5	1#1869|2#169	3	4	1	1002#6100	306#20
1592	311	6	1#2329|2#211	3	4	1	1002#6400	306#20
1593	311	7	1#2818|2#256	3	4	1	1002#6700	306#20
1594	311	8	1#3336|2#303	3	4	1	1002#7000	306#20
1595	311	9	1#3882|2#352	3	4	1	1002#7300	306#20
1596	311	10	1#4457|2#405	3	4	28	1002#7700	306#20
1597	311	11	1#5061|2#460	3	4	28	1002#8100	306#20
1598	311	12	1#5694|2#517	3	4	32	1002#8500	306#20
1599	311	13	1#6355|2#577	3	4	32	1002#8900	306#20
1600	311	14	1#7046|2#640	3	4	32	1002#9300	306#20
1601	311	15	1#7764|2#705	3	4	35	1002#9800	306#20
1602	311	16	1#8512|2#773	3	4	35	1002#10300	306#20
1603	311	17	1#9288|2#844	3	4	36	1002#10800	306#20
1604	311	18	1#10094|2#917	3	4	38	1002#11300	306#20
1605	311	19	1#10928|2#993	3	4	38	1002#11800	306#20
1606	311	20	1#11790|2#1071	3	4	40	1002#12400	306#20
1607	311	21	1#12682|2#1152	3	4	42	1002#13000	306#20
1608	311	22	1#13603|2#1236	3	4	42	1002#13600	306#20
1609	311	23	1#14551|2#1322	3	4	44	1002#14200	306#20
1610	311	24	1#15529|2#1411	3	4	46	1002#14800	306#20
1611	311	25	1#16536|2#1503	3	4	46	1002#15600	306#20
1612	311	26	1#17571|2#1597	3	4	48	1002#16400	306#20
1613	311	27	1#18635|2#1694	3	4	48	1002#17200	306#20
1614	311	28	1#19728|2#1793	3	4	49	1002#18000	306#20
1615	311	29	1#20849|2#1895	3	4	50	1002#18800	306#20
1616	311	30	1#22000|2#2000	3	4	0	null	306#20
1617	312	0	3#0|4#0	3	4	1	1002#5000	311#10
1618	312	1	3#14|4#14	3	4	1	1002#5200	311#10
1619	312	2	3#30|4#30	3	4	1	1002#5400	311#10
1620	312	3	3#47|4#47	3	4	1	1002#5600	311#10
1621	312	4	3#65|4#65	3	4	1	1002#5800	311#10
1622	312	5	3#84|4#84	3	4	1	1002#6100	311#10
1623	312	6	3#105|4#105	3	4	1	1002#6400	311#10
1624	312	7	3#128|4#128	3	4	1	1002#6700	311#10
1625	312	8	3#151|4#151	3	4	1	1002#7000	311#10
1626	312	9	3#176|4#176	3	4	1	1002#7300	311#10
1627	312	10	3#202|4#202	3	4	28	1002#7700	311#10
1628	312	11	3#230|4#230	3	4	28	1002#8100	311#10
1629	312	12	3#258|4#258	3	4	32	1002#8500	311#10
1630	312	13	3#288|4#288	3	4	32	1002#8900	311#10
1631	312	14	3#320|4#320	3	4	32	1002#9300	311#10
1632	312	15	3#352|4#352	3	4	35	1002#9800	311#10
1633	312	16	3#386|4#386	3	4	35	1002#10300	311#10
1634	312	17	3#422|4#422	3	4	36	1002#10800	311#10
1635	312	18	3#458|4#458	3	4	38	1002#11300	311#10
1636	312	19	3#496|4#496	3	4	38	1002#11800	311#10
1637	312	20	3#535|4#535	3	4	40	1002#12400	311#10
1638	312	21	3#576|4#576	3	4	42	1002#13000	311#10
1639	312	22	3#618|4#618	3	4	42	1002#13600	311#10
1640	312	23	3#661|4#661	3	4	44	1002#14200	311#10
1641	312	24	3#705|4#705	3	4	46	1002#14800	311#10
1642	312	25	3#751|4#751	3	4	46	1002#15600	311#10
1643	312	26	3#798|4#798	3	4	48	1002#16400	311#10
1644	312	27	3#847|4#847	3	4	48	1002#17200	311#10
1645	312	28	3#896|4#896	3	4	49	1002#18000	311#10
1646	312	29	3#947|4#947	3	4	50	1002#18800	311#10
1647	312	30	3#1000|4#1000	3	4	0	null	311#10
1648	313	0	3#0|4#0	3	4	1	1002#5000	311#10
1649	313	1	3#14|4#14	3	4	1	1002#5200	311#10
1650	313	2	3#30|4#30	3	4	1	1002#5400	311#10
1651	313	3	3#47|4#47	3	4	1	1002#5600	311#10
1652	313	4	3#65|4#65	3	4	1	1002#5800	311#10
1653	313	5	3#84|4#84	3	4	1	1002#6100	311#10
1654	313	6	3#105|4#105	3	4	1	1002#6400	311#10
1655	313	7	3#128|4#128	3	4	1	1002#6700	311#10
1656	313	8	3#151|4#151	3	4	1	1002#7000	311#10
1657	313	9	3#176|4#176	3	4	1	1002#7300	311#10
1658	313	10	3#202|4#202	3	4	28	1002#7700	311#10
1659	313	11	3#230|4#230	3	4	28	1002#8100	311#10
1660	313	12	3#258|4#258	3	4	32	1002#8500	311#10
1661	313	13	3#288|4#288	3	4	32	1002#8900	311#10
1662	313	14	3#320|4#320	3	4	32	1002#9300	311#10
1663	313	15	3#352|4#352	3	4	35	1002#9800	311#10
1664	313	16	3#386|4#386	3	4	35	1002#10300	311#10
1665	313	17	3#422|4#422	3	4	36	1002#10800	311#10
1666	313	18	3#458|4#458	3	4	38	1002#11300	311#10
1667	313	19	3#496|4#496	3	4	38	1002#11800	311#10
1668	313	20	3#535|4#535	3	4	40	1002#12400	311#10
1669	313	21	3#576|4#576	3	4	42	1002#13000	311#10
1670	313	22	3#618|4#618	3	4	42	1002#13600	311#10
1671	313	23	3#661|4#661	3	4	44	1002#14200	311#10
1672	313	24	3#705|4#705	3	4	46	1002#14800	311#10
1673	313	25	3#751|4#751	3	4	46	1002#15600	311#10
1674	313	26	3#798|4#798	3	4	48	1002#16400	311#10
1675	313	27	3#847|4#847	3	4	48	1002#17200	311#10
1676	313	28	3#896|4#896	3	4	49	1002#18000	311#10
1677	313	29	3#947|4#947	3	4	50	1002#18800	311#10
1678	313	30	3#1000|4#1000	3	4	0	null	311#10
1679	314	0	55#0	3	4	1	1002#12000	312#10
1680	314	1	55#141	3	4	1	1002#15000	312#10
1681	314	2	55#296	3	4	1	1002#18000	312#10
1682	314	3	55#464	3	4	1	1002#21000	312#10
1683	314	4	55#645	3	4	1	1002#24000	312#10
1684	314	5	55#838	3	4	1	1002#30000	312#10
1685	314	6	55#1045	3	4	1	1002#36000	312#10
1686	314	7	55#1264	3	4	1	1002#42000	312#10
1687	314	8	55#1496	3	4	1	1002#51000	312#10
1688	314	9	55#1741	3	4	1	1002#60000	312#10
1689	314	10	55#2000	3	4	0	null	312#10
1690	315	0	53#0	3	4	1	1002#12000	313#10
1691	315	1	53#71	3	4	1	1002#15000	313#10
1692	315	2	53#148	3	4	1	1002#18000	313#10
1693	315	3	53#232	3	4	1	1002#21000	313#10
1694	315	4	53#323	3	4	1	1002#24000	313#10
1695	315	5	53#419	3	4	1	1002#30000	313#10
1696	315	6	53#523	3	4	1	1002#36000	313#10
1697	315	7	53#632	3	4	1	1002#42000	313#10
1698	315	8	53#748	3	4	1	1002#51000	313#10
1699	315	9	53#871	3	4	1	1002#60000	313#10
1700	315	10	53#1000	3	4	0	null	313#10
1701	401	0	2#0	1	5	1	1002#300	null
1702	401	1	2#14	1	5	1	1002#400	null
1703	401	2	2#30	1	5	1	1002#500	null
1704	401	3	2#47	1	5	1	1002#600	null
1705	401	4	2#65	1	5	1	1002#700	null
1706	401	5	2#84	1	5	1	1002#800	null
1707	401	6	2#105	1	5	1	1002#900	null
1708	401	7	2#128	1	5	1	1002#1000	null
1709	401	8	2#151	1	5	1	1002#1100	null
1710	401	9	2#176	1	5	1	1002#1200	null
1711	401	10	2#202	1	5	28	1002#1400	null
1712	401	11	2#230	1	5	28	1002#1600	null
1713	401	12	2#258	1	5	32	1002#1800	null
1714	401	13	2#288	1	5	32	1002#1900	null
1715	401	14	2#320	1	5	32	1002#2100	null
1716	401	15	2#352	1	5	35	1002#2300	null
1717	401	16	2#386	1	5	35	1002#2500	null
1718	401	17	2#422	1	5	36	1002#2700	null
1719	401	18	2#458	1	5	38	1002#2900	null
1720	401	19	2#496	1	5	38	1002#3100	null
1721	401	20	2#535	1	5	40	1002#3300	null
1722	401	21	2#576	1	5	42	1002#3500	null
1723	401	22	2#618	1	5	42	1002#3700	null
1724	401	23	2#661	1	5	44	1002#3900	null
1725	401	24	2#705	1	5	46	1002#4100	null
1726	401	25	2#751	1	5	46	1002#4300	null
1727	401	26	2#798	1	5	48	1002#4500	null
1728	401	27	2#847	1	5	48	1002#4700	null
1729	401	28	2#896	1	5	49	1002#4900	null
1730	401	29	2#947	1	5	50	1002#5100	null
1731	401	30	2#1000	1	5	0	null	null
1732	402	0	3#0	1	5	1	1002#300	401#10
1733	402	1	3#14	1	5	1	1002#400	401#10
1734	402	2	3#30	1	5	1	1002#500	401#10
1735	402	3	3#47	1	5	1	1002#600	401#10
1736	402	4	3#65	1	5	1	1002#700	401#10
1737	402	5	3#84	1	5	1	1002#800	401#10
1738	402	6	3#105	1	5	1	1002#900	401#10
1739	402	7	3#128	1	5	1	1002#1000	401#10
1740	402	8	3#151	1	5	1	1002#1100	401#10
1741	402	9	3#176	1	5	1	1002#1200	401#10
1742	402	10	3#202	1	5	28	1002#1400	401#10
1743	402	11	3#230	1	5	28	1002#1600	401#10
1744	402	12	3#258	1	5	32	1002#1800	401#10
1745	402	13	3#288	1	5	32	1002#1900	401#10
1746	402	14	3#320	1	5	32	1002#2100	401#10
1747	402	15	3#352	1	5	35	1002#2300	401#10
1748	402	16	3#386	1	5	35	1002#2500	401#10
1749	402	17	3#422	1	5	36	1002#2700	401#10
1750	402	18	3#458	1	5	38	1002#2900	401#10
1751	402	19	3#496	1	5	38	1002#3100	401#10
1752	402	20	3#535	1	5	40	1002#3300	401#10
1753	402	21	3#576	1	5	42	1002#3500	401#10
1754	402	22	3#618	1	5	42	1002#3700	401#10
1755	402	23	3#661	1	5	44	1002#3900	401#10
1756	402	24	3#705	1	5	46	1002#4100	401#10
1757	402	25	3#751	1	5	46	1002#4300	401#10
1758	402	26	3#798	1	5	48	1002#4500	401#10
1759	402	27	3#847	1	5	48	1002#4700	401#10
1760	402	28	3#896	1	5	49	1002#4900	401#10
1761	402	29	3#947	1	5	50	1002#5100	401#10
1762	402	30	3#1000	1	5	0	null	401#10
1763	403	0	4#0	1	5	1	1002#300	401#10
1764	403	1	4#14	1	5	1	1002#400	401#10
1765	403	2	4#30	1	5	1	1002#500	401#10
1766	403	3	4#47	1	5	1	1002#600	401#10
1767	403	4	4#65	1	5	1	1002#700	401#10
1768	403	5	4#84	1	5	1	1002#800	401#10
1769	403	6	4#105	1	5	1	1002#900	401#10
1770	403	7	4#128	1	5	1	1002#1000	401#10
1771	403	8	4#151	1	5	1	1002#1100	401#10
1772	403	9	4#176	1	5	1	1002#1200	401#10
1773	403	10	4#202	1	5	28	1002#1400	401#10
1774	403	11	4#230	1	5	28	1002#1600	401#10
1775	403	12	4#258	1	5	32	1002#1800	401#10
1776	403	13	4#288	1	5	32	1002#1900	401#10
1777	403	14	4#320	1	5	32	1002#2100	401#10
1778	403	15	4#352	1	5	35	1002#2300	401#10
1779	403	16	4#386	1	5	35	1002#2500	401#10
1780	403	17	4#422	1	5	36	1002#2700	401#10
1781	403	18	4#458	1	5	38	1002#2900	401#10
1782	403	19	4#496	1	5	38	1002#3100	401#10
1783	403	20	4#535	1	5	40	1002#3300	401#10
1784	403	21	4#576	1	5	42	1002#3500	401#10
1785	403	22	4#618	1	5	42	1002#3700	401#10
1786	403	23	4#661	1	5	44	1002#3900	401#10
1787	403	24	4#705	1	5	46	1002#4100	401#10
1788	403	25	4#751	1	5	46	1002#4300	401#10
1789	403	26	4#798	1	5	48	1002#4500	401#10
1790	403	27	4#847	1	5	48	1002#4700	401#10
1791	403	28	4#896	1	5	49	1002#4900	401#10
1792	403	29	4#947	1	5	50	1002#5100	401#10
1793	403	30	4#1000	1	5	0	null	401#10
1794	404	0	1#0	1	5	1	1002#300	402#10
1795	404	1	1#79	1	5	1	1002#400	402#10
1796	404	2	1#165	1	5	1	1002#500	402#10
1797	404	3	1#259	1	5	1	1002#600	402#10
1798	404	4	1#359	1	5	1	1002#700	402#10
1799	404	5	1#467	1	5	1	1002#800	402#10
1800	404	6	1#582	1	5	1	1002#900	402#10
1801	404	7	1#705	1	5	1	1002#1000	402#10
1802	404	8	1#834	1	5	1	1002#1100	402#10
1803	404	9	1#970	1	5	1	1002#1200	402#10
1804	404	10	1#1114	1	5	28	1002#1400	402#10
1805	404	11	1#1265	1	5	28	1002#1600	402#10
1806	404	12	1#1423	1	5	32	1002#1800	402#10
1807	404	13	1#1588	1	5	32	1002#1900	402#10
1808	404	14	1#1761	1	5	32	1002#2100	402#10
1809	404	15	1#1941	1	5	35	1002#2300	402#10
1810	404	16	1#2128	1	5	35	1002#2500	402#10
1811	404	17	1#2322	1	5	36	1002#2700	402#10
1812	404	18	1#2523	1	5	38	1002#2900	402#10
1813	404	19	1#2732	1	5	38	1002#3100	402#10
1814	404	20	1#2947	1	5	40	1002#3300	402#10
1815	404	21	1#3170	1	5	42	1002#3500	402#10
1816	404	22	1#3401	1	5	42	1002#3700	402#10
1817	404	23	1#3638	1	5	44	1002#3900	402#10
1818	404	24	1#3882	1	5	46	1002#4100	402#10
1819	404	25	1#4134	1	5	46	1002#4300	402#10
1820	404	26	1#4392	1	5	48	1002#4500	402#10
1821	404	27	1#4659	1	5	48	1002#4700	402#10
1822	404	28	1#4932	1	5	49	1002#4900	402#10
1823	404	29	1#5212	1	5	50	1002#5100	402#10
1824	404	30	1#5500	1	5	0	null	402#10
1825	405	0	1#0	1	5	1	1002#300	403#10
1826	405	1	1#79	1	5	1	1002#400	403#10
1827	405	2	1#165	1	5	1	1002#500	403#10
1828	405	3	1#259	1	5	1	1002#600	403#10
1829	405	4	1#359	1	5	1	1002#700	403#10
1830	405	5	1#467	1	5	1	1002#800	403#10
1831	405	6	1#582	1	5	1	1002#900	403#10
1832	405	7	1#705	1	5	1	1002#1000	403#10
1833	405	8	1#834	1	5	1	1002#1100	403#10
1834	405	9	1#970	1	5	1	1002#1200	403#10
1835	405	10	1#1114	1	5	28	1002#1400	403#10
1836	405	11	1#1265	1	5	28	1002#1600	403#10
1837	405	12	1#1423	1	5	32	1002#1800	403#10
1838	405	13	1#1588	1	5	32	1002#1900	403#10
1839	405	14	1#1761	1	5	32	1002#2100	403#10
1840	405	15	1#1941	1	5	35	1002#2300	403#10
1841	405	16	1#2128	1	5	35	1002#2500	403#10
1842	405	17	1#2322	1	5	36	1002#2700	403#10
1843	405	18	1#2523	1	5	38	1002#2900	403#10
1844	405	19	1#2732	1	5	38	1002#3100	403#10
1845	405	20	1#2947	1	5	40	1002#3300	403#10
1846	405	21	1#3170	1	5	42	1002#3500	403#10
1847	405	22	1#3401	1	5	42	1002#3700	403#10
1848	405	23	1#3638	1	5	44	1002#3900	403#10
1849	405	24	1#3882	1	5	46	1002#4100	403#10
1850	405	25	1#4134	1	5	46	1002#4300	403#10
1851	405	26	1#4392	1	5	48	1002#4500	403#10
1852	405	27	1#4659	1	5	48	1002#4700	403#10
1853	405	28	1#4932	1	5	49	1002#4900	403#10
1854	405	29	1#5212	1	5	50	1002#5100	403#10
1855	405	30	1#5500	1	5	0	null	403#10
1856	406	0	2#0	2	5	1	1002#3000	401#15
1857	406	1	2#14	2	5	1	1002#3200	401#15
1858	406	2	2#30	2	5	1	1002#3400	401#15
1859	406	3	2#47	2	5	1	1002#3600	401#15
1860	406	4	2#65	2	5	1	1002#3800	401#15
1861	406	5	2#84	2	5	1	1002#4000	401#15
1862	406	6	2#105	2	5	1	1002#4200	401#15
1863	406	7	2#128	2	5	1	1002#4400	401#15
1864	406	8	2#151	2	5	1	1002#4600	401#15
1865	406	9	2#176	2	5	1	1002#4800	401#15
1866	406	10	2#202	2	5	28	1002#5000	401#15
1867	406	11	2#230	2	5	28	1002#5500	401#15
1868	406	12	2#258	2	5	32	1002#6000	401#15
1869	406	13	2#288	2	5	32	1002#6500	401#15
1870	406	14	2#320	2	5	32	1002#7000	401#15
1871	406	15	2#352	2	5	35	1002#7500	401#15
1872	406	16	2#386	2	5	35	1002#8000	401#15
1873	406	17	2#422	2	5	36	1002#8500	401#15
1874	406	18	2#458	2	5	38	1002#9000	401#15
1875	406	19	2#496	2	5	38	1002#9500	401#15
1876	406	20	2#535	2	5	40	1002#10000	401#15
1877	406	21	2#576	2	5	42	1002#10500	401#15
1878	406	22	2#618	2	5	42	1002#11000	401#15
1879	406	23	2#661	2	5	44	1002#11500	401#15
1880	406	24	2#705	2	5	46	1002#12000	401#15
1881	406	25	2#751	2	5	46	1002#12500	401#15
1882	406	26	2#798	2	5	48	1002#13000	401#15
1883	406	27	2#847	2	5	48	1002#13500	401#15
1884	406	28	2#896	2	5	49	1002#14000	401#15
1885	406	29	2#947	2	5	50	1002#14500	401#15
1886	406	30	2#1000	2	5	0	null	401#15
1887	407	0	3#0	2	5	1	1002#3000	406#10
1888	407	1	3#14	2	5	1	1002#3200	406#10
1889	407	2	3#30	2	5	1	1002#3400	406#10
1890	407	3	3#47	2	5	1	1002#3600	406#10
1891	407	4	3#65	2	5	1	1002#3800	406#10
1892	407	5	3#84	2	5	1	1002#4000	406#10
1893	407	6	3#105	2	5	1	1002#4200	406#10
1894	407	7	3#128	2	5	1	1002#4400	406#10
1895	407	8	3#151	2	5	1	1002#4600	406#10
1896	407	9	3#176	2	5	1	1002#4800	406#10
1897	407	10	3#202	2	5	28	1002#5000	406#10
1898	407	11	3#230	2	5	28	1002#5500	406#10
1899	407	12	3#258	2	5	32	1002#6000	406#10
1900	407	13	3#288	2	5	32	1002#6500	406#10
1901	407	14	3#320	2	5	32	1002#7000	406#10
1902	407	15	3#352	2	5	35	1002#7500	406#10
1903	407	16	3#386	2	5	35	1002#8000	406#10
1904	407	17	3#422	2	5	36	1002#8500	406#10
1905	407	18	3#458	2	5	38	1002#9000	406#10
1906	407	19	3#496	2	5	38	1002#9500	406#10
1907	407	20	3#535	2	5	40	1002#10000	406#10
1908	407	21	3#576	2	5	42	1002#10500	406#10
1909	407	22	3#618	2	5	42	1002#11000	406#10
1910	407	23	3#661	2	5	44	1002#11500	406#10
1911	407	24	3#705	2	5	46	1002#12000	406#10
1912	407	25	3#751	2	5	46	1002#12500	406#10
1913	407	26	3#798	2	5	48	1002#13000	406#10
1914	407	27	3#847	2	5	48	1002#13500	406#10
1915	407	28	3#896	2	5	49	1002#14000	406#10
1916	407	29	3#947	2	5	50	1002#14500	406#10
1917	407	30	3#1000	2	5	0	null	406#10
1918	408	0	4#0	2	5	1	1002#3000	406#10
1919	408	1	4#14	2	5	1	1002#3200	406#10
1920	408	2	4#30	2	5	1	1002#3400	406#10
1921	408	3	4#47	2	5	1	1002#3600	406#10
1922	408	4	4#65	2	5	1	1002#3800	406#10
1923	408	5	4#84	2	5	1	1002#4000	406#10
1924	408	6	4#105	2	5	1	1002#4200	406#10
1925	408	7	4#128	2	5	1	1002#4400	406#10
1926	408	8	4#151	2	5	1	1002#4600	406#10
1927	408	9	4#176	2	5	1	1002#4800	406#10
1928	408	10	4#202	2	5	28	1002#5000	406#10
1929	408	11	4#230	2	5	28	1002#5500	406#10
1930	408	12	4#258	2	5	32	1002#6000	406#10
1931	408	13	4#288	2	5	32	1002#6500	406#10
1932	408	14	4#320	2	5	32	1002#7000	406#10
1933	408	15	4#352	2	5	35	1002#7500	406#10
1934	408	16	4#386	2	5	35	1002#8000	406#10
1935	408	17	4#422	2	5	36	1002#8500	406#10
1936	408	18	4#458	2	5	38	1002#9000	406#10
1937	408	19	4#496	2	5	38	1002#9500	406#10
1938	408	20	4#535	2	5	40	1002#10000	406#10
1939	408	21	4#576	2	5	42	1002#10500	406#10
1940	408	22	4#618	2	5	42	1002#11000	406#10
1941	408	23	4#661	2	5	44	1002#11500	406#10
1942	408	24	4#705	2	5	46	1002#12000	406#10
1943	408	25	4#751	2	5	46	1002#12500	406#10
1944	408	26	4#798	2	5	48	1002#13000	406#10
1945	408	27	4#847	2	5	48	1002#13500	406#10
1946	408	28	4#896	2	5	49	1002#14000	406#10
1947	408	29	4#947	2	5	50	1002#14500	406#10
1948	408	30	4#1000	2	5	0	null	406#10
1949	409	0	1#0	2	5	1	1002#3000	407#10
1950	409	1	1#79	2	5	1	1002#3200	407#10
1951	409	2	1#165	2	5	1	1002#3400	407#10
1952	409	3	1#259	2	5	1	1002#3600	407#10
1953	409	4	1#359	2	5	1	1002#3800	407#10
1954	409	5	1#467	2	5	1	1002#4000	407#10
1955	409	6	1#582	2	5	1	1002#4200	407#10
1956	409	7	1#705	2	5	1	1002#4400	407#10
1957	409	8	1#834	2	5	1	1002#4600	407#10
1958	409	9	1#970	2	5	1	1002#4800	407#10
1959	409	10	1#1114	2	5	28	1002#5000	407#10
1960	409	11	1#1265	2	5	28	1002#5500	407#10
1961	409	12	1#1423	2	5	32	1002#6000	407#10
1962	409	13	1#1588	2	5	32	1002#6500	407#10
1963	409	14	1#1761	2	5	32	1002#7000	407#10
1964	409	15	1#1941	2	5	35	1002#7500	407#10
1965	409	16	1#2128	2	5	35	1002#8000	407#10
1966	409	17	1#2322	2	5	36	1002#8500	407#10
1967	409	18	1#2523	2	5	38	1002#9000	407#10
1968	409	19	1#2732	2	5	38	1002#9500	407#10
1969	409	20	1#2947	2	5	40	1002#10000	407#10
1970	409	21	1#3170	2	5	42	1002#10500	407#10
1971	409	22	1#3401	2	5	42	1002#11000	407#10
1972	409	23	1#3638	2	5	44	1002#11500	407#10
1973	409	24	1#3882	2	5	46	1002#12000	407#10
1974	409	25	1#4134	2	5	46	1002#12500	407#10
1975	409	26	1#4392	2	5	48	1002#13000	407#10
1976	409	27	1#4659	2	5	48	1002#13500	407#10
1977	409	28	1#4932	2	5	49	1002#14000	407#10
1978	409	29	1#5212	2	5	50	1002#14500	407#10
1979	409	30	1#5500	2	5	0	null	407#10
1980	410	0	1#0	2	5	1	1002#3000	408#10
1981	410	1	1#79	2	5	1	1002#3200	408#10
1982	410	2	1#165	2	5	1	1002#3400	408#10
1983	410	3	1#259	2	5	1	1002#3600	408#10
1984	410	4	1#359	2	5	1	1002#3800	408#10
1985	410	5	1#467	2	5	1	1002#4000	408#10
1986	410	6	1#582	2	5	1	1002#4200	408#10
1987	410	7	1#705	2	5	1	1002#4400	408#10
1988	410	8	1#834	2	5	1	1002#4600	408#10
1989	410	9	1#970	2	5	1	1002#4800	408#10
1990	410	10	1#1114	2	5	28	1002#5000	408#10
1991	410	11	1#1265	2	5	28	1002#5500	408#10
1992	410	12	1#1423	2	5	32	1002#6000	408#10
1993	410	13	1#1588	2	5	32	1002#6500	408#10
1994	410	14	1#1761	2	5	32	1002#7000	408#10
1995	410	15	1#1941	2	5	35	1002#7500	408#10
1996	410	16	1#2128	2	5	35	1002#8000	408#10
1997	410	17	1#2322	2	5	36	1002#8500	408#10
1998	410	18	1#2523	2	5	38	1002#9000	408#10
1999	410	19	1#2732	2	5	38	1002#9500	408#10
2000	410	20	1#2947	2	5	40	1002#10000	408#10
2001	410	21	1#3170	2	5	42	1002#10500	408#10
2002	410	22	1#3401	2	5	42	1002#11000	408#10
2003	410	23	1#3638	2	5	44	1002#11500	408#10
2004	410	24	1#3882	2	5	46	1002#12000	408#10
2005	410	25	1#4134	2	5	46	1002#12500	408#10
2006	410	26	1#4392	2	5	48	1002#13000	408#10
2007	410	27	1#4659	2	5	48	1002#13500	408#10
2008	410	28	1#4932	2	5	49	1002#14000	408#10
2009	410	29	1#5212	2	5	50	1002#14500	408#10
2010	410	30	1#5500	2	5	0	null	408#10
2011	411	0	1#0|2#0	3	5	1	1002#5000	406#20
2012	411	1	1#316|2#28	3	5	1	1002#5200	406#20
2013	411	2	1#661|2#60	3	5	1	1002#5400	406#20
2014	411	3	1#1035|2#94	3	5	1	1002#5600	406#20
2015	411	4	1#1438|2#130	3	5	1	1002#5800	406#20
2016	411	5	1#1869|2#169	3	5	1	1002#6100	406#20
2017	411	6	1#2329|2#211	3	5	1	1002#6400	406#20
2018	411	7	1#2818|2#256	3	5	1	1002#6700	406#20
2019	411	8	1#3336|2#303	3	5	1	1002#7000	406#20
2020	411	9	1#3882|2#352	3	5	1	1002#7300	406#20
2021	411	10	1#4457|2#405	3	5	28	1002#7700	406#20
2022	411	11	1#5061|2#460	3	5	28	1002#8100	406#20
2023	411	12	1#5694|2#517	3	5	32	1002#8500	406#20
2024	411	13	1#6355|2#577	3	5	32	1002#8900	406#20
2025	411	14	1#7046|2#640	3	5	32	1002#9300	406#20
2026	411	15	1#7764|2#705	3	5	35	1002#9800	406#20
2027	411	16	1#8512|2#773	3	5	35	1002#10300	406#20
2028	411	17	1#9288|2#844	3	5	36	1002#10800	406#20
2029	411	18	1#10094|2#917	3	5	38	1002#11300	406#20
2030	411	19	1#10928|2#993	3	5	38	1002#11800	406#20
2031	411	20	1#11790|2#1071	3	5	40	1002#12400	406#20
2032	411	21	1#12682|2#1152	3	5	42	1002#13000	406#20
2033	411	22	1#13603|2#1236	3	5	42	1002#13600	406#20
2034	411	23	1#14551|2#1322	3	5	44	1002#14200	406#20
2035	411	24	1#15529|2#1411	3	5	46	1002#14800	406#20
2036	411	25	1#16536|2#1503	3	5	46	1002#15600	406#20
2037	411	26	1#17571|2#1597	3	5	48	1002#16400	406#20
2038	411	27	1#18635|2#1694	3	5	48	1002#17200	406#20
2039	411	28	1#19728|2#1793	3	5	49	1002#18000	406#20
2040	411	29	1#20849|2#1895	3	5	50	1002#18800	406#20
2041	411	30	1#22000|2#2000	3	5	0	null	406#20
2042	412	0	3#0|4#0	3	5	1	1002#5000	411#10
2043	412	1	3#14|4#14	3	5	1	1002#5200	411#10
2044	412	2	3#30|4#30	3	5	1	1002#5400	411#10
