Id	propName	propDesc	propIcon
779101	神秘战斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有31%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_sanj_put_nuyi_01
779102	神秘生存芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有31%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_xinxing_put_nuyi_01
779103	神秘格斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有31%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_fangx_put_nuyi_01
779104	神秘合作芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有31%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_yaunx_put_nuyi_01
779201	神秘战斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有32%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_sanj_put_nuyi_01
779202	神秘生存芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有32%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_xinxing_put_nuyi_01
779203	神秘格斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有32%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_fangx_put_nuyi_01
779204	神秘合作芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有32%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_yaunx_put_nuyi_01
789001	神秘战斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有33%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_sanj_put_nuyi_01
789002	神秘生存芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有33%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_xinxing_put_nuyi_01
789003	神秘格斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有33%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_fangx_put_nuyi_01
789004	神秘合作芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有33%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_yaunx_put_nuyi_01
789101	神秘战斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有35%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_sanj_put_nuyi_01
789102	神秘生存芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有35%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_xinxing_put_nuyi_01
789103	神秘格斗芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有35%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_fangx_put_nuyi_01
789104	神秘合作芯片(怒意)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（怒意）：攻击造成暴击时，有35%概率额外再造成目标生命上限8%的无视防御伤害（该伤害不超过攻击的1.2倍）	X1_yaunx_put_nuyi_01
789201	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量20%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
789202	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量20%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
789203	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量20%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
789204	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量20%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
799001	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量21%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
799002	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量21%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
799003	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量21%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
799004	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量21%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
799101	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量22%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
799102	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量22%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
799103	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量22%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
799104	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量22%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
799201	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量23%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
799202	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量23%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
799203	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量23%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
799204	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量23%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
809001	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量24%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
809002	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量24%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
809003	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量24%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
809004	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量24%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
809101	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量25%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
809102	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量25%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
809103	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量25%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
809104	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量25%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
809201	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量26%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
809202	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量26%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
809203	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量26%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
809204	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量26%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
819001	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量27%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
819002	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量27%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
819003	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量27%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
819004	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量27%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
819101	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量28%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
819102	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量28%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
819103	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量28%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
819104	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量28%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
819201	神秘战斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量30%的护盾（该效果不可被驱散），持续2回合	X1_sanj_put_hudun_01
819202	神秘生存芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量30%的护盾（该效果不可被驱散），持续2回合	X1_xinxing_put_hudun_01
819203	神秘格斗芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量30%的护盾（该效果不可被驱散），持续2回合	X1_fangx_put_hudun_01
819204	神秘合作芯片(护盾)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n治疗+7%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n获得技能（回春）：治疗时，目标获得等同治疗量30%的护盾（该效果不可被驱散），持续2回合	X1_yaunx_put_hudun_01
20001	天皇巨星	锦标赛第一名获得此称号	X1_item_chenghao_01_zh
20002	赛场主宰	锦标赛第二名获得此称号	X1_item_chenghao_02_zh
20003	声名鹊起	锦标赛第三名获得此称号	X1_item_chenghao_03_zh
20004	苍穹神座	破碎王座首位获得此称号	X1_item_chenghao_04_zh
20005	血界王座	破碎王座2,3位获得此称号	X1_item_chenghao_05_zh
20006	命座挑战者	破碎王座4,5,6位获得此称号	X1_item_chenghao_06_zh
20007	神眷者	解锁神之塔特权挑战获得此称号	X1_item_chenghao_07_zh
20008	荣耀队长	激活成长手册特权获得，是荣耀的象征，持续30天，全体英雄生命+2%，攻击+2%	X1_item_chenghao_11_zh
20009	魔界守护	解锁魔之塔特权挑战获得此称号	X1_item_chenghao_21_zh
20010	燃星者	解锁启明星科技获得此称号，永久生效	X1_item_chenghao_13_zh
20011	循道者	先驱手札奖励获得此称号，永久生效	X1_item_chenghao_14_zh
20012	神侍	先驱手札奖励获得此称号，永久生效	X1_item_chenghao_15_zh
20013	代行者	先驱手札奖励获得此称号，永久生效	X1_item_chenghao_16_zh
20014	在神之侧	先驱手札奖励获得此称号，永久生效	X1_item_chenghao_17_zh
50801	九境之主	九境巅峰天梯第一获得此称号	X1_item_chenghao_08_zh
50802	九境战神	九境巅峰天梯第二获得此称号	X1_item_chenghao_09_zh
50803	九境守护	九境巅峰天梯第三获得此称号	X1_item_chenghao_10_zh
20015	万众一心	次元引擎公会排名第一获得此称号，持续30天	X1_item_chenghao_20_zh
20016	众志成城	次元引擎公会排名第二获得此称号，持续30天	X1_item_chenghao_19_zh
20017	齐心协力	次元引擎公会排名第三获得此称号，持续30天	X1_item_chenghao_18_zh
20018	秩序主宰	混乱之治中加入秩序阵营并阵营个人排名第一名获得此称号，持续7天	X1_item_chenghao_35_zh
20019	秩序王者	混乱之治中加入秩序阵营并阵营个人排名第二名获得此称号，持续7天	X1_item_chenghao_34_zh
20020	秩序使者	混乱之治中加入秩序阵营并阵营个人排名第三名获得此称号，持续7天	X1_item_chenghao_33_zh
20021	混沌主宰	混乱之治中加入混沌阵营并阵营个人排名第一名获得此称号，持续7天	X1_item_chenghao_32_zh
20022	混沌王者	混乱之治中加入混沌阵营并阵营个人排名第二名获得此称号，持续7天	X1_item_chenghao_31_zh
20023	混沌使者	混乱之治中加入混沌阵营并阵营个人排名第三名获得此称号，持续7天	X1_item_chenghao_30_zh
20024	腐化主宰	混乱之治中加入腐化阵营并阵营个人排名第一名获得此称号，持续7天	X1_item_chenghao_29_zh
20025	腐化王者	混乱之治中加入腐化阵营并阵营个人排名第二名获得此称号，持续7天	X1_item_chenghao_28_zh
20026	腐化使者	混乱之治中加入腐化阵营并阵营个人排名第三名获得此称号，持续7天	X1_item_chenghao_27_zh
20027	初心者	训练任务达成指定阶段可获得此称号，永久生效	X1_item_chenghao_22_zh
20028	孤勇者	训练任务全部完成后可获得此称号，永久生效	X1_item_chenghao_23_zh
20029	特训狂人	每周特训累计一定数量星数可获得此称号，持续7天	X1_item_chenghao_26_zh
20030	特训达人	每周特训累计一定数量星数可获得此称号，持续7天	X1_item_chenghao_25_zh
20031	特训高手	每周特训累计一定数量星数可获得此称号，持续7天	X1_item_chenghao_24_zh
20061	欧皇之铳	通过九游礼包可获得此称号	X1_icon_chenghao_jiuyou_zh
20062	应用宝宝	通过应用宝礼包可获得此称号	X1_icon_chenghao_yingyong_zh
20063	米粉很强	通过小米礼包可获得此称号	X1_icon_chenghao_xiaomi_zh
20064	充电5分钟	通过OPPO礼包可获得此称号	X1_icon_chenghao_oppo_zh
20065	照亮你我他	通过VIVO礼包可获得此称号	X1_icon_chenghao_vivo_zh
20066	联你所想	通过联想礼包可获得此称号	X1_icon_chenghao_lianxiang_zh
20067	四三九九	通过4399礼包可获得此称号	X1_icon_chenghao_4399_zh
20068	爆雷闪电	通过雷电礼包可获得此称号	X1_icon_chenghao_leiodian_zh
20069	自由MUMU	通过MUMU礼包可获得此称号	X1_icon_chenghao_mumu_zh
20070	发现好玩	通过TAPTAP礼包可获得此称号	X1_icon_chenghao_taptap_zh
20071	快乐相随	通过好游快爆礼包可获得此称号	X1_icon_chenghao_haoyou_zh
20072	绝代风华	通过绝峰礼包可获得此称号	X1_icon_chenghao_juefeng_zh
20073	一条灰鲨	通过黑鲨礼包可获得此称号	X1_icon_chenghao_heisha_zh
20074	一起干杯	通过bilibili礼包可获得此称号	X1_icon_chenghao_bilibili_zh
20075	花花世界	通过华为礼包可获得此称号	X1_icon_chenghao_huawei_zh
20076	三颗小星星	通过三星礼包可获得此称号	X1_icon_chenghao_sanxing_zh
20077	无限可能	通过抖音礼包可获得此称号	X1_item_chenghao_douyin_zh
80000	默认	默认头像框	x1_headbg_tongyong_touxiangkuang01
80001	新月之痕	新月礼件专属头像框，激活新月礼件获得	X1_touxiangkuang_xinyue
80002	晓月涟漪	晓月礼装专属头像框，激活晓月礼装获得	X1_touxiangkuang_xiaoyue
80003	锦标冠军	锦标赛冠军专属头像框	X1_touxiangkuang_guanjun
80008	荣耀队长	荣耀队长像框，激活成长手册特权获得	X1_touxiangkuang_duizhang
80009	贵族专属	贵族专属头像框，达到VIP3并购买对应VIP礼包后获得	X1_touxiangkuang_VIP3
80010	高级贵族	高级贵族头像框，达到VIP5并购买对应VIP礼包后获得	X1_touxiangkuang_VIP5
80011	特级贵族	特级贵族头像框，达到VIP8并购买对应VIP礼包后获得	X1_touxiangkuang_VIP8
80012	超级贵族	超级贵族头像框，达到VIP12并购买对应VIP礼包后获得	X1_touxiangkuang_VIP10
80051	九游头像框	通过九游礼包可获得此头像框	x1_headbg_jiuyou
80052	应用宝头像框	通过应用宝礼包可获得此头像框	x1_headbg_yingyongbao
80053	小米头像框	通过小米礼包可获得此头像框	x1_headbg_xiaomi
80054	OPPO头像框	通过OPPO礼包可获得此头像框	x1_headbg_oppo
80055	VIVO头像框	通过VIVO礼包可获得此头像框	x1_headbg_vivo
80056	联想头像框	通过联想礼包可获得此头像框	x1_headbg_lianxiang
80057	4399头像框	通过4399礼包可获得此头像框	x1_headbg_4399
80058	雷电头像框	通过雷电礼包可获得此头像框	x1_headbg_leidian
80059	MUMU头像框	通过MUMU礼包可获得此头像框	x1_headbg_mumu
80060	TAPTAP头像框	通过TAPTAP礼包可获得此头像框	x1_headbg_taptap
80061	好游快爆头像框	通过好游快爆礼包可获得此头像框	x1_headbg_haoyou
80062	绝峰头像框	通过绝峰礼包可获得此头像框	x1_headbg_juefeng
80063	黑鲨头像框	通过黑鲨礼包可获得此头像框	x1_headbg_heisha
80064	bilibili头像框	通过bilibili礼包可获得此头像框	x1_headbg_bilibili
80065	华为头像框	通过华为礼包可获得此头像框	x1_headbg_huawei
80066	三星头像框	通过三星礼包可获得此头像框	x1_headbg_sanxin
80067	抖音头像框	通过抖音礼包可获得此头像框	x1_headbg_douyin
80068	小七周年庆头像框	通过小七礼包可获得此头像框	x1_headbg_xiaoqi
801001	名称待定		X1_icon_huoenhaimu
801002	名称待定		X1_icon_huoenhaimu
801003	名称待定		X1_icon_huoenhaimu
801004	名称待定		X1_icon_huoenhaimu
801005	名称待定		X1_icon_huoenhaimu
801006	名称待定		X1_icon_huoenhaimu
801007	名称待定		X1_icon_huoenhaimu
801008	名称待定		X1_icon_huoenhaimu
801009	名称待定		X1_icon_huoenhaimu
801010	名称待定		X1_icon_huoenhaimu
801011	名称待定		X1_icon_huoenhaimu
801012	名称待定		X1_icon_huoenhaimu
801013	名称待定		X1_icon_huoenhaimu
801014	名称待定		X1_icon_huoenhaimu
