Id	Reward	Pool	Weight	OpenRules	Star
37001038	10035#1	37001	0	null	0
37001039	10036#1	37001	1	null	140
37001040	10037#1	37001	0	null	140
37001041	10038#1	37001	7	null	140
37001042	10039#1	37001	7	null	140
37001043	10040#1	37001	6	null	140
37001044	10041#1	37001	1	null	140
37001045	10042#1	37001	1	null	140
37001046	10043#1	37001	6	null	140
37001047	10044#1	37001	6	null	140
37001048	10045#1	37001	1	null	140
37001049	10046#1	37001	1	null	140
37001050	10047#1	37001	80	null	0
37001051	10048#1	37001	80	null	0
37001052	10049#1	37001	80	null	0
37001053	10050#1	37001	80	null	0
37001054	10051#1	37001	80	null	0
37001055	10052#1	37001	2487	null	0
37001056	10053#1	37001	0	null	0
37001057	10054#1	37001	0	null	0
37001058	10057#1	37001	0	1#20	140
37001059	10058#1	37001	0	1#20	140
37001060	10059#1	37001	0	1#20	140
37001061	10060#1	37001	2	1#20	140
37001062	10061#1	37001	2	1#20	140
37001063	10062#1	37001	5	1#20	140
37001064	10063#1	37001	1	1#20	140
37001065	10064#1	37001	0	1#20	140
37001066	10065#1	37001	2	1#20	140
37001067	10066#1	37001	2	1#20	140
37001068	10067#1	37001	18	null	0
37001069	10068#1	37001	18	null	0
37001070	10069#1	37001	18	null	0
37001071	10070#1	37001	18	null	0
37001072	10071#1	37001	415	null	0
37001073	10072#1	37001	0	1#20	140
37001074	10073#1	37001	0	1#20	140
37001075	10074#1	37001	0	1#20	140
37001076	10075#1	37001	1	1#20	140
37001077	10076#1	37001	2	1#20	140
37001078	10079#1	37001	0	1#20	140
37001079	10080#1	37001	0	1#20	140
37001080	10081#1	37001	2	1#20	140
37001081	10082#1	37001	2	1#20	140
37001082	10085#1	37001	5	1#20	140
37001083	10086#1	37001	0	null	0
37001084	10087#1	37001	24	null	0
37001085	10088#1	37001	24	null	0
37001086	10089#1	37001	24	null	0
37001087	10090#1	37001	415	null	0
1377	18004#1	30000	100	null	0
1378	18005#1	30000	100	null	0
1379	18038#1	30000	100	null	0
1380	18043#1	30000	100	null	0
20021	18001#1	2002	4000	null	0
20022	18004#1	2002	3000	null	0
20023	18005#1	2002	3000	null	0
2000201	18001#1	20002	200	null	103
2000202	18004#1	20002	150	null	103
2000203	18005#1	20002	150	null	103
2000204	18008#1	20002	13	null	103
2000205	18009#1	20002	13	null	103
2000206	18020#1	20002	13	null	103
2000207	18023#1	20002	13	null	103
2000208	18026#1	20002	13	null	103
2000209	18027#1	20002	13	null	103
2000210	18033#1	20002	13	null	103
2000211	18034#1	20002	13	null	103
2000212	18035#1	20002	13	null	103
2000213	18036#1	20002	13	null	103
2000214	18037#1	20002	13	null	103
2000215	18038#1	20002	13	null	103
2000216	18029#1	20002	13	null	103
2000217	18030#1	20002	13	null	103
2000218	18041#1	20002	13	null	103
2000219	18042#1	20002	13	null	103
2000220	18043#1	20002	13	null	103
2000221	18006#1	20002	70	null	0
2000222	18007#1	20002	70	null	0
2000223	18010#1	20002	70	null	0
2000224	18017#1	20002	70	null	0
2000225	18021#1	20002	70	null	0
2000226	18022#1	20002	70	null	0
2000227	18024#1	20002	70	null	0
2000228	18025#1	20002	70	null	0
2000229	18028#1	20002	70	null	0
2000230	18031#1	20002	70	null	0
2000231	18039#1	20002	70	null	0
2000232	18040#1	20002	70	null	0
2000233	18011#1	20002	146	null	0
2000234	18012#1	20002	146	null	0
2000235	18013#1	20002	146	null	0
2000236	18014#1	20002	146	null	0
2000237	18015#1	20002	146	null	0
2000238	18016#1	20002	146	null	0
2000239	18018#1	20002	146	null	0
2000240	18019#1	20002	146	null	0
2000241	18032#1	20002	146	null	0
2000242	6000110#1000	20002	257	null	0
2000243	6000110#600	20002	499	null	0
2000244	6000110#500	20002	499	null	0
2000245	6000110#300	20002	784	null	0
2000246	6000110#200	20002	784	null	0
2000247	6000127#1	20002	713	null	0
2000248	6000128#1	20002	713	null	0
2000249	6000129#1	20002	713	null	0
2000250	6000130#1	20002	713	null	0
2000251	6000086#1	20002	784	null	0
2000252	6000087#1	20002	499	null	0
2000253	6000088#1	20002	129	null	0
2000254	6000089#1	20002	15	null	0
20041	18002#1	2004	4000	null	0
20042	18029#1	2004	3000	null	0
20043	18030#1	2004	3000	null	0
2100201	18002#1	21002	200	null	107
2100202	18029#1	21002	150	null	107
2100203	18030#1	21002	150	null	107
2100204	18004#1	21002	13	null	107
2100205	18005#1	21002	13	null	107
2100206	18008#1	21002	13	null	107
2100207	18009#1	21002	13	null	107
2100208	18020#1	21002	13	null	107
2100209	18023#1	21002	13	null	107
2100210	18026#1	21002	13	null	107
2100211	18027#1	21002	13	null	107
2100212	18033#1	21002	13	null	107
2100213	18034#1	21002	13	null	107
2100214	18035#1	21002	13	null	107
2100215	18036#1	21002	13	null	107
2100216	18037#1	21002	13	null	107
2100217	18038#1	21002	13	null	107
2100218	18041#1	21002	13	null	107
2100219	18042#1	21002	13	null	107
2100220	18043#1	21002	13	null	107
2100221	18006#1	21002	70	null	0
2100222	18007#1	21002	70	null	0
2100223	18010#1	21002	70	null	0
2100224	18017#1	21002	70	null	0
2100225	18021#1	21002	70	null	0
2100226	18022#1	21002	70	null	0
2100227	18024#1	21002	70	null	0
2100228	18025#1	21002	70	null	0
2100229	18028#1	21002	70	null	0
2100230	18031#1	21002	70	null	0
2100231	18039#1	21002	70	null	0
2100232	18040#1	21002	70	null	0
2100233	18011#1	21002	146	null	0
2100234	18012#1	21002	146	null	0
2100235	18013#1	21002	146	null	0
2100236	18014#1	21002	146	null	0
2100237	18015#1	21002	146	null	0
2100238	18016#1	21002	146	null	0
2100239	18018#1	21002	146	null	0
2100240	18019#1	21002	146	null	0
2100241	18032#1	21002	146	null	0
2100242	6000110#1000	21002	257	null	0
2100243	6000110#600	21002	499	null	0
2100244	6000110#500	21002	499	null	0
2100245	6000110#300	21002	784	null	0
2100246	6000110#200	21002	784	null	0
2100247	6000127#1	21002	713	null	0
2100248	6000128#1	21002	713	null	0
2100249	6000129#1	21002	713	null	0
2100250	6000130#1	21002	713	null	0
2100251	6000086#1	21002	784	null	0
2100252	6000087#1	21002	499	null	0
2100253	6000088#1	21002	129	null	0
2100254	6000089#1	21002	15	null	0
20061	18003#1	2006	4000	null	0
20062	18008#1	2006	3000	null	0
20063	18009#1	2006	3000	null	0
2200201	18003#1	22002	200	null	111
2200202	18008#1	22002	150	null	111
2200203	18009#1	22002	150	null	111
2200204	18004#1	22002	13	null	111
2200205	18005#1	22002	13	null	111
2200206	18020#1	22002	13	null	111
2200207	18023#1	22002	13	null	111
2200208	18026#1	22002	13	null	111
2200209	18027#1	22002	13	null	111
2200210	18033#1	22002	13	null	111
2200211	18034#1	22002	13	null	111
2200212	18035#1	22002	13	null	111
2200213	18036#1	22002	13	null	111
2200214	18037#1	22002	13	null	111
2200215	18038#1	22002	13	null	111
2200216	18029#1	22002	13	null	111
2200217	18030#1	22002	13	null	111
2200218	18041#1	22002	13	null	111
2200219	18042#1	22002	13	null	111
2200220	18043#1	22002	13	null	111
2200221	18006#1	22002	70	null	0
2200222	18007#1	22002	70	null	0
2200223	18010#1	22002	70	null	0
2200224	18017#1	22002	70	null	0
2200225	18021#1	22002	70	null	0
2200226	18022#1	22002	70	null	0
2200227	18024#1	22002	70	null	0
2200228	18025#1	22002	70	null	0
2200229	18028#1	22002	70	null	0
2200230	18031#1	22002	70	null	0
2200231	18039#1	22002	70	null	0
2200232	18040#1	22002	70	null	0
2200233	18011#1	22002	146	null	0
2200234	18012#1	22002	146	null	0
2200235	18013#1	22002	146	null	0
2200236	18014#1	22002	146	null	0
2200237	18015#1	22002	146	null	0
2200238	18016#1	22002	146	null	0
2200239	18018#1	22002	146	null	0
2200240	18019#1	22002	146	null	0
2200241	18032#1	22002	146	null	0
2200242	6000110#1000	22002	257	null	0
2200243	6000110#600	22002	499	null	0
2200244	6000110#500	22002	499	null	0
2200245	6000110#300	22002	784	null	0
2200246	6000110#200	22002	784	null	0
2200247	6000127#1	22002	713	null	0
2200248	6000128#1	22002	713	null	0
2200249	6000129#1	22002	713	null	0
2200250	6000130#1	22002	713	null	0
2200251	6000086#1	22002	784	null	0
2200252	6000087#1	22002	499	null	0
2200253	6000088#1	22002	129	null	0
2200254	6000089#1	22002	15	null	0
30021	18001#1	3002	4000	null	0
30022	18020#1	3002	3000	null	0
30023	18023#1	3002	3000	null	0
3000201	18001#1	30002	200	null	115
3000202	18020#1	30002	150	null	115
3000203	18023#1	30002	150	null	115
3000204	18004#1	30002	13	null	115
3000205	18005#1	30002	13	null	115
3000206	18008#1	30002	13	null	115
3000207	18009#1	30002	13	null	115
3000208	18026#1	30002	13	null	115
3000209	18027#1	30002	13	null	115
3000210	18033#1	30002	13	null	115
3000211	18034#1	30002	13	null	115
3000212	18035#1	30002	13	null	115
3000213	18036#1	30002	13	null	115
3000214	18037#1	30002	13	null	115
3000215	18038#1	30002	13	null	115
3000216	18029#1	30002	13	null	115
3000217	18030#1	30002	13	null	115
3000218	18041#1	30002	13	null	115
3000219	18042#1	30002	13	null	115
3000220	18043#1	30002	13	null	115
3000221	18006#1	30002	70	null	0
3000222	18007#1	30002	70	null	0
3000223	18010#1	30002	70	null	0
3000224	18017#1	30002	70	null	0
3000225	18021#1	30002	70	null	0
3000226	18022#1	30002	70	null	0
3000227	18024#1	30002	70	null	0
3000228	18025#1	30002	70	null	0
3000229	18028#1	30002	70	null	0
3000230	18031#1	30002	70	null	0
3000231	18039#1	30002	70	null	0
3000232	18040#1	30002	70	null	0
3000233	18011#1	30002	146	null	0
3000234	18012#1	30002	146	null	0
3000235	18013#1	30002	146	null	0
3000236	18014#1	30002	146	null	0
3000237	18015#1	30002	146	null	0
3000238	18016#1	30002	146	null	0
3000239	18018#1	30002	146	null	0
3000240	18019#1	30002	146	null	0
3000241	18032#1	30002	146	null	0
3000242	6000110#1000	30002	257	null	0
3000243	6000110#600	30002	499	null	0
3000244	6000110#500	30002	499	null	0
3000245	6000110#300	30002	784	null	0
3000246	6000110#200	30002	784	null	0
3000247	6000127#1	30002	713	null	0
3000248	6000128#1	30002	713	null	0
3000249	6000129#1	30002	713	null	0
3000250	6000130#1	30002	713	null	0
3000251	6000086#1	30002	784	null	0
3000252	6000087#1	30002	499	null	0
3000253	6000088#1	30002	129	null	0
3000254	6000089#1	30002	15	null	0
30041	18002#1	3004	4000	null	0
30042	18026#1	3004	3000	null	0
30043	18027#1	3004	3000	null	0
3100201	18002#1	31002	200	null	119
3100202	18026#1	31002	150	null	119
3100203	18027#1	31002	150	null	119
3100204	18004#1	31002	13	null	119
3100205	18005#1	31002	13	null	119
3100206	18008#1	31002	13	null	119
3100207	18009#1	31002	13	null	119
3100208	18020#1	31002	13	null	119
3100209	18023#1	31002	13	null	119
3100210	18033#1	31002	13	null	119
3100211	18034#1	31002	13	null	119
3100212	18035#1	31002	13	null	119
3100213	18036#1	31002	13	null	119
3100214	18037#1	31002	13	null	119
3100215	18038#1	31002	13	null	119
3100216	18029#1	31002	13	null	119
3100217	18030#1	31002	13	null	119
3100218	18041#1	31002	13	null	119
3100219	18042#1	31002	13	null	119
3100220	18043#1	31002	13	null	119
3100221	18006#1	31002	70	null	0
3100222	18007#1	31002	70	null	0
3100223	18010#1	31002	70	null	0
3100224	18017#1	31002	70	null	0
3100225	18021#1	31002	70	null	0
3100226	18022#1	31002	70	null	0
3100227	18024#1	31002	70	null	0
3100228	18025#1	31002	70	null	0
3100229	18028#1	31002	70	null	0
3100230	18031#1	31002	70	null	0
3100231	18039#1	31002	70	null	0
3100232	18040#1	31002	70	null	0
3100233	18011#1	31002	146	null	0
3100234	18012#1	31002	146	null	0
3100235	18013#1	31002	146	null	0
3100236	18014#1	31002	146	null	0
3100237	18015#1	31002	146	null	0
3100238	18016#1	31002	146	null	0
3100239	18018#1	31002	146	null	0
3100240	18019#1	31002	146	null	0
3100241	18032#1	31002	146	null	0
3100242	6000110#1000	31002	257	null	0
3100243	6000110#600	31002	499	null	0
3100244	6000110#500	31002	499	null	0
3100245	6000110#300	31002	784	null	0
3100246	6000110#200	31002	784	null	0
3100247	6000127#1	31002	713	null	0
3100248	6000128#1	31002	713	null	0
3100249	6000129#1	31002	713	null	0
3100250	6000130#1	31002	713	null	0
3100251	6000086#1	31002	784	null	0
3100252	6000087#1	31002	499	null	0
3100253	6000088#1	31002	129	null	0
3100254	6000089#1	31002	15	null	0
30061	18003#1	3006	4000	null	0
30062	18033#1	3006	3000	null	0
30063	18034#1	3006	3000	null	0
3200201	18003#1	32002	200	null	123
3200202	18033#1	32002	150	null	123
3200203	18034#1	32002	150	null	123
3200204	18004#1	32002	13	null	123
3200205	18005#1	32002	13	null	123
3200206	18008#1	32002	13	null	123
3200207	18009#1	32002	13	null	123
3200208	18020#1	32002	13	null	123
3200209	18023#1	32002	13	null	123
3200210	18026#1	32002	13	null	123
3200211	18027#1	32002	13	null	123
3200212	18035#1	32002	13	null	123
3200213	18036#1	32002	13	null	123
3200214	18037#1	32002	13	null	123
3200215	18038#1	32002	13	null	123
3200216	18029#1	32002	13	null	123
3200217	18030#1	32002	13	null	123
3200218	18041#1	32002	13	null	123
3200219	18042#1	32002	13	null	123
3200220	18043#1	32002	13	null	123
3200221	18006#1	32002	70	null	0
3200222	18007#1	32002	70	null	0
3200223	18010#1	32002	70	null	0
3200224	18017#1	32002	70	null	0
3200225	18021#1	32002	70	null	0
3200226	18022#1	32002	70	null	0
3200227	18024#1	32002	70	null	0
3200228	18025#1	32002	70	null	0
3200229	18028#1	32002	70	null	0
3200230	18031#1	32002	70	null	0
3200231	18039#1	32002	70	null	0
3200232	18040#1	32002	70	null	0
3200233	18011#1	32002	146	null	0
3200234	18012#1	32002	146	null	0
3200235	18013#1	32002	146	null	0
3200236	18014#1	32002	146	null	0
3200237	18015#1	32002	146	null	0
3200238	18016#1	32002	146	null	0
3200239	18018#1	32002	146	null	0
3200240	18019#1	32002	146	null	0
3200241	18032#1	32002	146	null	0
3200242	6000110#1000	32002	257	null	0
3200243	6000110#600	32002	499	null	0
3200244	6000110#500	32002	499	null	0
3200245	6000110#300	32002	784	null	0
3200246	6000110#200	32002	784	null	0
3200247	6000127#1	32002	713	null	0
3200248	6000128#1	32002	713	null	0
3200249	6000129#1	32002	713	null	0
3200250	6000130#1	32002	713	null	0
3200251	6000086#1	32002	784	null	0
3200252	6000087#1	32002	499	null	0
3200253	6000088#1	32002	129	null	0
3200254	6000089#1	32002	15	null	0
30081	18001#1	3008	4000	null	0
30082	18035#1	3008	3000	null	0
30083	18036#1	3008	3000	null	0
3300201	18001#1	33002	200	null	127
3300202	18035#1	33002	150	null	127
3300203	18036#1	33002	150	null	127
3300204	18004#1	33002	13	null	127
3300205	18005#1	33002	13	null	127
3300206	18008#1	33002	13	null	127
3300207	18009#1	33002	13	null	127
3300208	18020#1	33002	13	null	127
3300209	18023#1	33002	13	null	127
3300210	18026#1	33002	13	null	127
3300211	18027#1	33002	13	null	127
3300212	18033#1	33002	13	null	127
3300213	18034#1	33002	13	null	127
3300214	18037#1	33002	13	null	127
3300215	18038#1	33002	13	null	127
3300216	18029#1	33002	13	null	127
3300217	18030#1	33002	13	null	127
3300218	18041#1	33002	13	null	127
3300219	18042#1	33002	13	null	127
3300220	18043#1	33002	13	null	127
3300221	18006#1	33002	70	null	0
3300222	18007#1	33002	70	null	0
3300223	18010#1	33002	70	null	0
3300224	18017#1	33002	70	null	0
3300225	18021#1	33002	70	null	0
3300226	18022#1	33002	70	null	0
3300227	18024#1	33002	70	null	0
3300228	18025#1	33002	70	null	0
3300229	18028#1	33002	70	null	0
3300230	18031#1	33002	70	null	0
3300231	18039#1	33002	70	null	0
3300232	18040#1	33002	70	null	0
3300233	18011#1	33002	146	null	0
3300234	18012#1	33002	146	null	0
3300235	18013#1	33002	146	null	0
3300236	18014#1	33002	146	null	0
3300237	18015#1	33002	146	null	0
3300238	18016#1	33002	146	null	0
3300239	18018#1	33002	146	null	0
3300240	18019#1	33002	146	null	0
3300241	18032#1	33002	146	null	0
3300242	6000110#1000	33002	257	null	0
3300243	6000110#600	33002	499	null	0
3300244	6000110#500	33002	499	null	0
3300245	6000110#300	33002	784	null	0
3300246	6000110#200	33002	784	null	0
3300247	6000127#1	33002	713	null	0
3300248	6000128#1	33002	713	null	0
3300249	6000129#1	33002	713	null	0
3300250	6000130#1	33002	713	null	0
3300251	6000086#1	33002	784	null	0
3300252	6000087#1	33002	499	null	0
3300253	6000088#1	33002	129	null	0
3300254	6000089#1	33002	15	null	0
30101	18002#1	3010	4000	null	0
30102	18037#1	3010	3000	null	0
30103	18038#1	3010	3000	null	0
34201	18002#1	34002	200	null	130
34202	18037#1	34002	150	null	130
34203	18038#1	34002	150	null	130
34204	18004#1	34002	13	null	130
34205	18005#1	34002	13	null	130
34206	18008#1	34002	13	null	130
34207	18009#1	34002	13	null	130
34208	18020#1	34002	13	null	130
34209	18023#1	34002	13	null	130
34210	18026#1	34002	13	null	130
34211	18027#1	34002	13	null	130
34212	18033#1	34002	13	null	130
34213	18034#1	34002	13	null	130
34214	18035#1	34002	13	null	130
34215	18036#1	34002	13	null	130
34216	18029#1	34002	13	null	130
34217	18030#1	34002	13	null	130
34218	18041#1	34002	13	null	130
34219	18042#1	34002	13	null	130
34220	18043#1	34002	13	null	130
34221	18006#1	34002	70	null	0
34222	18007#1	34002	70	null	0
34223	18010#1	34002	70	null	0
34224	18017#1	34002	70	null	0
34225	18021#1	34002	70	null	0
34226	18022#1	34002	70	null	0
34227	18024#1	34002	70	null	0
34228	18025#1	34002	70	null	0
34229	18028#1	34002	70	null	0
34230	18031#1	34002	70	null	0
34231	18039#1	34002	70	null	0
34232	18040#1	34002	70	null	0
34233	18011#1	34002	146	null	0
34234	18012#1	34002	146	null	0
34235	18013#1	34002	146	null	0
34236	18014#1	34002	146	null	0
34237	18015#1	34002	146	null	0
34238	18016#1	34002	146	null	0
34239	18018#1	34002	146	null	0
34240	18019#1	34002	146	null	0
34241	18032#1	34002	146	null	0
34242	6000110#1000	34002	257	null	0
34243	6000110#600	34002	499	null	0
34244	6000110#500	34002	499	null	0
34245	6000110#300	34002	784	null	0
34246	6000110#200	34002	784	null	0
34247	6000127#1	34002	713	null	0
34248	6000128#1	34002	713	null	0
34249	6000129#1	34002	713	null	0
34250	6000130#1	34002	713	null	0
34251	6000086#1	34002	784	null	0
34252	6000087#1	34002	499	null	0
34253	6000088#1	34002	129	null	0
34254	6000089#1	34002	15	null	0
30121	18003#1	3012	4000	null	0
30122	18041#1	3012	3000	null	0
30123	18042#1	3012	3000	null	0
35201	18003#1	35002	200	null	135
35202	18041#1	35002	150	null	135
35203	18042#1	35002	150	null	135
35204	18004#1	35002	13	null	135
35205	18005#1	35002	13	null	135
35206	18008#1	35002	13	null	135
35207	18009#1	35002	13	null	135
35208	18020#1	35002	13	null	135
35209	18023#1	35002	13	null	135
35210	18026#1	35002	13	null	135
35211	18027#1	35002	13	null	135
35212	18033#1	35002	13	null	135
35213	18034#1	35002	13	null	135
35214	18035#1	35002	13	null	135
35215	18036#1	35002	13	null	135
35216	18037#1	35002	13	null	135
35217	18038#1	35002	13	null	135
35218	18029#1	35002	13	null	135
35219	18030#1	35002	13	null	135
35220	18043#1	35002	13	null	135
35221	18006#1	35002	70	null	0
35222	18007#1	35002	70	null	0
35223	18010#1	35002	70	null	0
35224	18017#1	35002	70	null	0
35225	18021#1	35002	70	null	0
35226	18022#1	35002	70	null	0
35227	18024#1	35002	70	null	0
35228	18025#1	35002	70	null	0
35229	18028#1	35002	70	null	0
35230	18031#1	35002	70	null	0
35231	18039#1	35002	70	null	0
35232	18040#1	35002	70	null	0
35233	18011#1	35002	146	null	0
35234	18012#1	35002	146	null	0
35235	18013#1	35002	146	null	0
35236	18014#1	35002	146	null	0
35237	18015#1	35002	146	null	0
35238	18016#1	35002	146	null	0
35239	18018#1	35002	146	null	0
35240	18019#1	35002	146	null	0
35241	18032#1	35002	146	null	0
35242	6000110#1000	35002	257	null	0
35243	6000110#600	35002	499	null	0
35244	6000110#500	35002	499	null	0
35245	6000110#300	35002	784	null	0
35246	6000110#200	35002	784	null	0
35247	6000127#1	35002	713	null	0
35248	6000128#1	35002	713	null	0
35249	6000129#1	35002	713	null	0
35250	6000130#1	35002	713	null	0
35251	6000086#1	35002	784	null	0
35252	6000087#1	35002	499	null	0
35253	6000088#1	35002	129	null	0
35254	6000089#1	35002	15	null	0
30141	18002#1	3014	4000	null	0
30142	18029#1	3014	3000	null	0
30143	18030#1	3014	3000	null	0
36201	18002#1	36002	200	null	139
36202	18029#1	36002	150	null	139
36203	18030#1	36002	150	null	139
36204	18004#1	36002	13	null	139
36205	18005#1	36002	13	null	139
36206	18008#1	36002	13	null	139
36207	18009#1	36002	13	null	139
36208	18020#1	36002	13	null	139
36209	18023#1	36002	13	null	139
36210	18026#1	36002	13	null	139
36211	18027#1	36002	13	null	139
36212	18033#1	36002	13	null	139
36213	18034#1	36002	13	null	139
36214	18035#1	36002	13	null	139
36215	18036#1	36002	13	null	139
36216	18037#1	36002	13	null	139
36217	18038#1	36002	13	null	139
36218	18041#1	36002	13	null	139
36219	18042#1	36002	13	null	139
36220	18043#1	36002	13	null	139
36221	18006#1	36002	70	null	0
36222	18007#1	36002	70	null	0
36223	18010#1	36002	70	null	0
36224	18017#1	36002	70	null	0
36225	18021#1	36002	70	null	0
36226	18022#1	36002	70	null	0
36227	18024#1	36002	70	null	0
36228	18025#1	36002	70	null	0
36229	18028#1	36002	70	null	0
36230	18031#1	36002	70	null	0
36231	18039#1	36002	70	null	0
36232	18040#1	36002	70	null	0
36233	18011#1	36002	146	null	0
36234	18012#1	36002	146	null	0
36235	18013#1	36002	146	null	0
36236	18014#1	36002	146	null	0
36237	18015#1	36002	146	null	0
36238	18016#1	36002	146	null	0
36239	18018#1	36002	146	null	0
36240	18019#1	36002	146	null	0
36241	18032#1	36002	146	null	0
36242	6000110#1000	36002	257	null	0
36243	6000110#600	36002	499	null	0
36244	6000110#500	36002	499	null	0
36245	6000110#300	36002	784	null	0
36246	6000110#200	36002	784	null	0
36247	6000127#1	36002	713	null	0
36248	6000128#1	36002	713	null	0
36249	6000129#1	36002	713	null	0
36250	6000130#1	36002	713	null	0
36251	6000086#1	36002	784	null	0
36252	6000087#1	36002	499	null	0
36253	6000088#1	36002	129	null	0
36254	6000089#1	36002	15	null	0
30161	18003#1	3016	4000	null	0
30162	18029#1	3016	3000	null	0
30163	18030#1	3016	3000	null	0
37201	18003#1	37002	200	null	143
37202	18008#1	37002	150	null	143
37203	18009#1	37002	150	null	143
37204	18004#1	37002	13	null	143
37205	18005#1	37002	13	null	143
37206	18020#1	37002	13	null	143
37207	18023#1	37002	13	null	143
37208	18026#1	37002	13	null	143
37209	18027#1	37002	13	null	143
37210	18033#1	37002	13	null	143
37211	18034#1	37002	13	null	143
37212	18035#1	37002	13	null	143
37213	18036#1	37002	13	null	143
37214	18037#1	37002	13	null	143
37215	18038#1	37002	13	null	143
37216	18029#1	37002	13	null	143
37217	18030#1	37002	13	null	143
37218	18041#1	37002	13	null	143
37219	18042#1	37002	13	null	143
37220	18043#1	37002	13	null	143
37221	18006#1	37002	70	null	0
37222	18007#1	37002	70	null	0
37223	18010#1	37002	70	null	0
37224	18017#1	37002	70	null	0
37225	18021#1	37002	70	null	0
37226	18022#1	37002	70	null	0
37227	18024#1	37002	70	null	0
37228	18025#1	37002	70	null	0
37229	18028#1	37002	70	null	0
37230	18031#1	37002	70	null	0
37231	18039#1	37002	70	null	0
37232	18040#1	37002	70	null	0
37233	18011#1	37002	146	null	0
37234	18012#1	37002	146	null	0
37235	18013#1	37002	146	null	0
37236	18014#1	37002	146	null	0
37237	18015#1	37002	146	null	0
37238	18016#1	37002	146	null	0
37239	18018#1	37002	146	null	0
37240	18019#1	37002	146	null	0
37241	18032#1	37002	146	null	0
37242	6000110#1000	37002	257	null	0
37243	6000110#600	37002	499	null	0
37244	6000110#500	37002	499	null	0
37245	6000110#300	37002	784	null	0
37246	6000110#200	37002	784	null	0
37247	6000127#1	37002	713	null	0
37248	6000128#1	37002	713	null	0
37249	6000129#1	37002	713	null	0
37250	6000130#1	37002	713	null	0
37251	6000086#1	37002	784	null	0
37252	6000087#1	37002	499	null	0
37253	6000088#1	37002	129	null	0
37254	6000089#1	37002	15	null	0
90001	60449#1	9000	10	null	0
90002	20#1	9000	40	null	0
90003	61#2	9000	40	null	0
90004	16#500	9000	80	null	0
90005	19#3	9000	80	null	0
90006	60426#1	9000	80	null	0
90007	16#300	9000	135	null	0
90008	19#2	9000	200	null	0
90009	60#5	9000	200	null	0
90010	14#500000	9000	135	null	0
90011	19#1	9001	30	null	0
90012	14#200000	9001	135	null	0
90013	80#1	9001	135	null	0
90014	6000088#1	9001	65	null	0
90015	91#1	9001	135	null	0
90016	6001020#10	9001	30	null	0
90017	3#100000	9001	135	null	0
90018	23#1	9001	135	null	0
90019	60427#1	9001	65	null	0
90020	60#1	9001	135	null	0
900210	6001020#50	90021	30	null	0
900211	17002#10	90021	135	null	0
900212	4#100	90021	135	null	0
900213	6001010#30	90021	65	null	0
900214	17009#10	90021	135	null	0
900215	61#1	90021	30	null	0
900216	17003#10	90021	135	null	0
900217	14#500000	90021	135	null	0
900218	6001020#10	90021	65	null	0
900219	17001#10	90021	135	null	0
900220	6000110#2000	90022	30	null	0
900221	60#2	90022	135	null	0
900222	4#100	90022	135	null	0
900223	72001#50	90022	65	null	0
900224	6001010#30	90022	135	null	0
900225	72001#100	90022	30	null	0
900226	23#5	90022	135	null	0
900227	14#500000	90022	135	null	0
900228	72002#10	90022	65	null	0
900229	19#1	90022	135	null	0
900230	14#10000000	90023	30	null	0
900231	14#500000	90023	135	null	0
900232	14#500000	90023	135	null	0
900233	14#3000000	90023	65	null	0
900234	14#500000	90023	135	null	0
900235	14#6000000	90023	30	null	0
900236	14#500000	90023	135	null	0
900237	14#500000	90023	135	null	0
900238	14#3000000	90023	65	null	0
900239	14#500000	90023	135	null	0
900240	17014#3	90024	30	null	0
900241	17013#5	90024	135	null	0
900242	17011#10	90024	135	null	0
900243	17012#6	90024	65	null	0
900244	18101#1	90024	135	null	0
900245	6000097#3	90024	30	null	0
900246	6000098#5	90024	135	null	0
900247	72004#5	90024	135	null	0
900248	72005#3	90024	65	null	0
900249	4#100	90024	135	null	0
70501	10057#1	7050	25	null	0
70502	10064#1	7050	25	null	0
70503	10074#1	7050	25	null	0
70504	10080#1	7050	25	null	0
70505	18102#1	7050	100	2#40	0
70506	6000085#1	7050	300	2#60	0
70507	72005#1	7050	200	null	0
70508	6000111#1	7050	200	null	0
70509	17012#2	7050	200	2#70	0
70510	17014#1	7050	200	null	0
70511	10442#1	7050	200	2#90	0
70512	72004#1	7050	600	null	0
70513	17011#2	7050	600	2#70	0
70514	10441#2	7050	600	2#90	0
70515	4#200	7050	1300	null	0
70516	4#500	7050	500	null	0
70517	6000110#300	7050	1300	null	0
70518	6000110#500	7050	500	null	0
70519	65#1000	7050	600	null	0
70520	72001#5	7050	1300	null	0
70521	72001#10	7050	600	null	0
70522	39010#25	7050	600	2#70	0
70001	10059#1	7000	25	null	0
70002	10063#1	7000	25	null	0
70003	10073#1	7000	25	null	0
70004	10075#1	7000	25	null	0
70005	18102#1	7000	100	2#40	0
70006	6000085#1	7000	300	2#60	0
70007	72005#1	7000	200	null	0
70008	6000111#1	7000	200	null	0
70009	17012#2	7000	200	2#70	0
70010	17014#1	7000	200	null	0
70011	10442#1	7000	200	2#90	0
70012	72004#1	7000	600	null	0
70013	17011#2	7000	600	2#70	0
70014	10441#2	7000	600	2#90	0
70015	4#200	7000	1300	null	0
70016	4#500	7000	500	null	0
70017	6000110#300	7000	1300	null	0
70018	6000110#500	7000	500	null	0
