Id	Difficulty	Name	NextLevel	LevelLimit	MonsterGroup	Reward	RandomRewardMin	RandomReward	RecommendFightAbility	RankTime	InvasionBoss	InvasionBossReward	InvasionBossTime	InvasionBossHolding	SortId	BattleEvent
5305	5	2140	5315	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2140	null
5315	5	2141	5325	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2141	null
5325	5	2142	5335	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2142	null
5335	5	2143	5345	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2143	null
5345	5	2144	5355	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2144	null
5355	5	2145	5365	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2145	null
5365	5	2146	5375	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2146	null
5375	5	2147	5385	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2147	null
5385	5	2148	5395	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2148	null
5395	5	2149	5405	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2149	null
5405	5	2150	6015	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2150	null
6015	5	2151	6025	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2151	null
6025	5	2152	6035	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2152	null
6035	5	2153	6045	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2153	null
6045	5	2154	6055	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2154	null
6055	5	2155	6065	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2155	null
6065	5	2156	6075	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2156	null
6075	5	2157	6085	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2157	null
6085	5	2158	6095	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2158	null
6095	5	2159	6105	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2159	null
6105	5	2160	6115	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2160	null
6115	5	2161	6125	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2161	null
6125	5	2162	6135	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2162	null
6135	5	2163	6145	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2163	null
6145	5	2164	6155	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2164	null
6155	5	2165	6165	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2165	null
6165	5	2166	6175	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2166	null
6175	5	2167	6185	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2167	null
6185	5	2168	6195	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2168	null
6195	5	2169	6205	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2169	null
6205	5	2170	6215	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2170	null
6215	5	2171	6225	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2171	null
6225	5	2172	6235	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2172	null
6235	5	2173	6245	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2173	null
6245	5	2174	6255	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2174	null
6255	5	2175	6265	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2175	null
6265	5	2176	6275	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2176	null
6275	5	2177	6285	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2177	null
6285	5	2178	6295	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2178	null
6295	5	2179	6305	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2179	null
6305	5	2180	6315	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2180	null
6315	5	2181	6325	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2181	null
6325	5	2182	6335	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2182	null
6335	5	2183	6345	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2183	null
6345	5	2184	6355	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2184	null
6355	5	2185	6365	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2185	null
6365	5	2186	6375	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2186	null
6375	5	2187	6385	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2187	null
6385	5	2188	6395	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2188	null
6395	5	2189	6405	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2189	null
6405	5	2190	7015	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2190	null
7015	5	2191	7025	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2191	null
7025	5	2192	7035	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2192	null
7035	5	2193	7045	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2193	null
7045	5	2194	7055	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2194	null
7055	5	2195	7065	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2195	null
7065	5	2196	7075	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2196	null
7075	5	2197	7085	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2197	null
7085	5	2198	7095	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2198	null
7095	5	2199	7105	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2199	null
7105	5	2200	7115	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2200	null
7115	5	2201	7125	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2201	null
7125	5	2202	7135	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2202	null
7135	5	2203	7145	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2203	null
7145	5	2204	7155	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2204	null
7155	5	2205	7165	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2205	null
7165	5	2206	7175	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2206	null
7175	5	2207	7185	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2207	null
7185	5	2208	7195	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2208	null
7195	5	2209	7205	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2209	null
7205	5	2210	7215	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2210	null
7215	5	2211	7225	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2211	null
7225	5	2212	7235	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2212	null
7235	5	2213	7245	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2213	null
7245	5	2214	7255	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2214	null
7255	5	2215	7265	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2215	null
7265	5	2216	7275	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2216	null
7275	5	2217	7285	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2217	null
7285	5	2218	7295	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2218	null
7295	5	2219	7305	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2219	null
7305	5	2220	7315	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2220	null
7315	5	2221	7325	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2221	null
7325	5	2222	7335	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2222	null
7335	5	2223	7345	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2223	null
7345	5	2224	7355	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2224	null
7355	5	2225	7365	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2225	null
7365	5	2226	7375	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2226	null
7375	5	2227	7385	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2227	null
7385	5	2228	7395	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2228	null
7395	5	2229	7405	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2229	null
7405	5	2230	8015	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2230	null
8015	5	2231	8025	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2231	null
8025	5	2232	8035	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2232	null
8035	5	2233	8045	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2233	null
8045	5	2234	8055	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2234	null
8055	5	2235	8065	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2235	null
8065	5	2236	8075	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2236	null
8075	5	2237	8085	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2237	null
8085	5	2238	8095	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2238	null
8095	5	2239	8105	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2239	null
8105	5	2240	8115	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2240	null
8115	5	2241	8125	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2241	null
8125	5	2242	8135	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2242	null
8135	5	2243	8145	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2243	null
8145	5	2244	8155	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2244	null
8155	5	2245	8165	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2245	null
8165	5	2246	8175	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2246	null
8175	5	2247	8185	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2247	null
8185	5	2248	8195	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2248	null
8195	5	2249	8205	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	2249	null
