Id	Formation	Contents	Rewardgroup
4100149	2	41001491#41001492#41001493#41001494#41001495	null
4100150	3	41001501#41001502#41001503#41001504#41001505	null
4100151	1	41001511#41001512#41001513#41001514#41001515	null
4100152	5	41001521#41001522#41001523#41001524#41001525	null
4100153	4	41001531#41001532#41001533#41001534#41001535	null
4100154	1	41001541#41001542#41001543#41001544#41001545	null
4100155	6	41001551#41001552#41001553#41001554#41001555	null
4100156	3	41001561#41001562#41001563#41001564#41001565	null
4100157	6	41001571#41001572#41001573#41001574#41001575	null
4100158	1	41001581#41001582#41001583#41001584#41001585	null
4100159	6	41001591#41001592#41001593#41001594#41001595	null
4100160	2	41001601#41001602#41001603#41001604#41001605	null
4100161	1	41001611#41001612#41001613#41001614#41001615	null
4100162	6	41001621#41001622#41001623#41001624#41001625	null
4100163	4	41001631#41001632#41001633#41001634#41001635	null
4100164	6	41001641#41001642#41001643#41001644#41001645	null
4100165	1	41001651#41001652#41001653#41001654#41001655	null
4100166	6	41001661#41001662#41001663#41001664#41001665	null
4100167	5	41001671#41001672#41001673#41001674#41001675	null
4100168	1	41001681#41001682#41001683#41001684#41001685	null
4100169	6	41001691#41001692#41001693#41001694#41001695	null
4100170	2	41001701#41001702#41001703#41001704#41001705	null
4100171	3	41001711#41001712#41001713#41001714#41001715	null
4100172	1	41001721#41001722#41001723#41001724#41001725	null
4100173	5	41001731#41001732#41001733#41001734#41001735	null
4100174	4	41001741#41001742#41001743#41001744#41001745	null
4100175	1	41001751#41001752#41001753#41001754#41001755	null
4100176	6	41001761#41001762#41001763#41001764#41001765	null
4100177	3	41001771#41001772#41001773#41001774#41001775	null
4100178	6	41001781#41001782#41001783#41001784#41001785	null
4100179	1	41001791#41001792#41001793#41001794#41001795	null
4100180	6	41001801#41001802#41001803#41001804#41001805	null
4100181	2	41001811#41001812#41001813#41001814#41001815	null
4100182	1	41001821#41001822#41001823#41001824#41001825	null
4100183	6	41001831#41001832#41001833#41001834#41001835	null
4100184	4	41001841#41001842#41001843#41001844#41001845	null
4100185	6	41001851#41001852#41001853#41001854#41001855	null
4100186	1	41001861#41001862#41001863#41001864#41001865	null
4100187	6	41001871#41001872#41001873#41001874#41001875	null
4100188	5	41001881#41001882#41001883#41001884#41001885	null
4100189	1	41001891#41001892#41001893#41001894#41001895	null
4100190	6	41001901#41001902#41001903#41001904#41001905	null
4100191	2	41001911#41001912#41001913#41001914#41001915	null
4100192	3	41001921#41001922#41001923#41001924#41001925	null
4100193	1	41001931#41001932#41001933#41001934#41001935	null
4100194	5	41001941#41001942#41001943#41001944#41001945	null
4100195	4	41001951#41001952#41001953#41001954#41001955	null
4100196	1	41001961#41001962#41001963#41001964#41001965	null
4100197	6	41001971#41001972#41001973#41001974#41001975	null
4100198	3	41001981#41001982#41001983#41001984#41001985	null
4100199	6	41001991#41001992#41001993#41001994#41001995	null
4100200	1	41002001#41002002#41002003#41002004#41002005	null
4100201	6	41002011#41002012#41002013#41002014#41002015	null
4100202	2	41002021#41002022#41002023#41002024#41002025	null
4100203	1	41002031#41002032#41002033#41002034#41002035	null
4100204	6	41002041#41002042#41002043#41002044#41002045	null
4100205	4	41002051#41002052#41002053#41002054#41002055	null
4100206	6	41002061#41002062#41002063#41002064#41002065	null
4100207	1	41002071#41002072#41002073#41002074#41002075	null
4100208	6	41002081#41002082#41002083#41002084#41002085	null
4100209	5	41002091#41002092#41002093#41002094#41002095	null
4100210	1	41002101#41002102#41002103#41002104#41002105	null
4100211	6	41002111#41002112#41002113#41002114#41002115	null
4100212	2	41002121#41002122#41002123#41002124#41002125	null
4100213	3	41002131#41002132#41002133#41002134#41002135	null
4100214	1	41002141#41002142#41002143#41002144#41002145	null
4100215	5	41002151#41002152#41002153#41002154#41002155	null
4100216	4	41002161#41002162#41002163#41002164#41002165	null
4100217	1	41002171#41002172#41002173#41002174#41002175	null
4100218	6	41002181#41002182#41002183#41002184#41002185	null
4100219	3	41002191#41002192#41002193#41002194#41002195	null
4100220	6	41002201#41002202#41002203#41002204#41002205	null
4100221	1	41002211#41002212#41002213#41002214#41002215	null
4100222	6	41002221#41002222#41002223#41002224#41002225	null
4100223	2	41002231#41002232#41002233#41002234#41002235	null
4100224	1	41002241#41002242#41002243#41002244#41002245	null
4100225	6	41002251#41002252#41002253#41002254#41002255	null
4100226	4	41002261#41002262#41002263#41002264#41002265	null
4100227	6	41002271#41002272#41002273#41002274#41002275	null
4100228	1	41002281#41002282#41002283#41002284#41002285	null
4100229	6	41002291#41002292#41002293#41002294#41002295	null
4100230	5	41002301#41002302#41002303#41002304#41002305	null
4100231	1	41002311#41002312#41002313#41002314#41002315	null
4100232	6	41002321#41002322#41002323#41002324#41002325	null
4100233	2	41002331#41002332#41002333#41002334#41002335	null
4100234	3	41002341#41002342#41002343#41002344#41002345	null
4100235	1	41002351#41002352#41002353#41002354#41002355	null
4100236	5	41002361#41002362#41002363#41002364#41002365	null
4100237	4	41002371#41002372#41002373#41002374#41002375	null
4100238	1	41002381#41002382#41002383#41002384#41002385	null
4100239	6	41002391#41002392#41002393#41002394#41002395	null
4100240	3	41002401#41002402#41002403#41002404#41002405	null
4100241	6	41002411#41002412#41002413#41002414#41002415	null
4100242	1	41002421#41002422#41002423#41002424#41002425	null
4100243	6	41002431#41002432#41002433#41002434#41002435	null
4100244	2	41002441#41002442#41002443#41002444#41002445	null
4100245	1	41002451#41002452#41002453#41002454#41002455	null
4100246	6	41002461#41002462#41002463#41002464#41002465	null
4100247	4	41002471#41002472#41002473#41002474#41002475	null
4100248	6	41002481#41002482#41002483#41002484#41002485	null
4100249	1	41002491#41002492#41002493#41002494#41002495	null
4100250	6	41002501#41002502#41002503#41002504#41002505	null
4100251	5	41002511#41002512#41002513#41002514#41002515	null
4100252	1	41002521#41002522#41002523#41002524#41002525	null
4100253	6	41002531#41002532#41002533#41002534#41002535	null
4100254	2	41002541#41002542#41002543#41002544#41002545	null
4100255	3	41002551#41002552#41002553#41002554#41002555	null
4100256	1	41002561#41002562#41002563#41002564#41002565	null
4100257	5	41002571#41002572#41002573#41002574#41002575	null
4100258	4	41002581#41002582#41002583#41002584#41002585	null
4100259	1	41002591#41002592#41002593#41002594#41002595	null
4100260	6	41002601#41002602#41002603#41002604#41002605	null
4100261	3	41002611#41002612#41002613#41002614#41002615	null
4100262	6	41002621#41002622#41002623#41002624#41002625	null
4100263	1	41002631#41002632#41002633#41002634#41002635	null
4100264	6	41002641#41002642#41002643#41002644#41002645	null
4100265	2	41002651#41002652#41002653#41002654#41002655	null
4100266	1	41002661#41002662#41002663#41002664#41002665	null
4100267	6	41002671#41002672#41002673#41002674#41002675	null
4100268	4	41002681#41002682#41002683#41002684#41002685	null
4100269	6	41002691#41002692#41002693#41002694#41002695	null
4100270	1	41002701#41002702#41002703#41002704#41002705	null
4100271	6	41002711#41002712#41002713#41002714#41002715	null
4100272	5	41002721#41002722#41002723#41002724#41002725	null
4100273	1	41002731#41002732#41002733#41002734#41002735	null
4100274	6	41002741#41002742#41002743#41002744#41002745	null
4100275	2	41002751#41002752#41002753#41002754#41002755	null
4100276	3	41002761#41002762#41002763#41002764#41002765	null
4100277	1	41002771#41002772#41002773#41002774#41002775	null
4100278	5	41002781#41002782#41002783#41002784#41002785	null
4100279	4	41002791#41002792#41002793#41002794#41002795	null
4100280	1	41002801#41002802#41002803#41002804#41002805	null
4100281	6	41002811#41002812#41002813#41002814#41002815	null
4100282	3	41002821#41002822#41002823#41002824#41002825	null
4100283	6	41002831#41002832#41002833#41002834#41002835	null
4100284	1	41002841#41002842#41002843#41002844#41002845	null
4100285	6	41002851#41002852#41002853#41002854#41002855	null
4100286	2	41002861#41002862#41002863#41002864#41002865	null
4100287	1	41002871#41002872#41002873#41002874#41002875	null
4100288	6	41002881#41002882#41002883#41002884#41002885	null
4100289	4	41002891#41002892#41002893#41002894#41002895	null
4100290	6	41002901#41002902#41002903#41002904#41002905	null
4100291	1	41002911#41002912#41002913#41002914#41002915	null
4100292	6	41002921#41002922#41002923#41002924#41002925	null
4100293	5	41002931#41002932#41002933#41002934#41002935	null
4100294	1	41002941#41002942#41002943#41002944#41002945	null
4100295	6	41002951#41002952#41002953#41002954#41002955	null
4100296	2	41002961#41002962#41002963#41002964#41002965	null
4100297	3	41002971#41002972#41002973#41002974#41002975	null
4100298	1	41002981#41002982#41002983#41002984#41002985	null
4100299	5	41002991#41002992#41002993#41002994#41002995	null
4100300	4	41003001#41003002#41003003#41003004#41003005	null
4100301	1	41003011#41003012#41003013#41003014#41003015	null
4100302	6	41003021#41003022#41003023#41003024#41003025	null
4100303	3	41003031#41003032#41003033#41003034#41003035	null
4100304	6	41003041#41003042#41003043#41003044#41003045	null
4100305	1	41003051#41003052#41003053#41003054#41003055	null
4100306	6	41003061#41003062#41003063#41003064#41003065	null
4100307	2	41003071#41003072#41003073#41003074#41003075	null
4100308	1	41003081#41003082#41003083#41003084#41003085	null
4100309	6	41003091#41003092#41003093#41003094#41003095	null
4100310	4	41003101#41003102#41003103#41003104#41003105	null
4100311	6	41003111#41003112#41003113#41003114#41003115	null
4100312	1	41003121#41003122#41003123#41003124#41003125	null
4100313	6	41003131#41003132#41003133#41003134#41003135	null
4100314	5	41003141#41003142#41003143#41003144#41003145	null
4100315	1	41003151#41003152#41003153#41003154#41003155	null
4100316	6	41003161#41003162#41003163#41003164#41003165	null
4100317	2	41003171#41003172#41003173#41003174#41003175	null
4100318	3	41003181#41003182#41003183#41003184#41003185	null
4100319	1	41003191#41003192#41003193#41003194#41003195	null
4100320	5	41003201#41003202#41003203#41003204#41003205	null
4100321	4	41003211#41003212#41003213#41003214#41003215	null
4100322	1	41003221#41003222#41003223#41003224#41003225	null
4100323	6	41003231#41003232#41003233#41003234#41003235	null
4100324	3	41003241#41003242#41003243#41003244#41003245	null
4100325	6	41003251#41003252#41003253#41003254#41003255	null
4100326	1	41003261#41003262#41003263#41003264#41003265	null
4100327	6	41003271#41003272#41003273#41003274#41003275	null
4100328	2	41003281#41003282#41003283#41003284#41003285	null
4100329	1	41003291#41003292#41003293#41003294#41003295	null
4100330	6	41003301#41003302#41003303#41003304#41003305	null
4100331	4	41003311#41003312#41003313#41003314#41003315	null
4100332	6	41003321#41003322#41003323#41003324#41003325	null
4100333	1	41003331#41003332#41003333#41003334#41003335	null
4100334	6	41003341#41003342#41003343#41003344#41003345	null
4100335	5	41003351#41003352#41003353#41003354#41003355	null
4100336	1	41003361#41003362#41003363#41003364#41003365	null
4100337	6	41003371#41003372#41003373#41003374#41003375	null
4100338	2	41003381#41003382#41003383#41003384#41003385	null
4100339	3	41003391#41003392#41003393#41003394#41003395	null
4100340	1	41003401#41003402#41003403#41003404#41003405	null
4100341	5	41003411#41003412#41003413#41003414#41003415	null
4100342	4	41003421#41003422#41003423#41003424#41003425	null
4100343	1	41003431#41003432#41003433#41003434#41003435	null
4100344	6	41003441#41003442#41003443#41003444#41003445	null
4100345	3	41003451#41003452#41003453#41003454#41003455	null
4100346	6	41003461#41003462#41003463#41003464#41003465	null
4100347	1	41003471#41003472#41003473#41003474#41003475	null
4100348	6	41003481#41003482#41003483#41003484#41003485	null
4100349	2	41003491#41003492#41003493#41003494#41003495	null
4100350	1	41003501#41003502#41003503#41003504#41003505	null
4100351	6	41003511#41003512#41003513#41003514#41003515	null
4100352	4	41003521#41003522#41003523#41003524#41003525	null
4100353	6	41003531#41003532#41003533#41003534#41003535	null
4100354	1	41003541#41003542#41003543#41003544#41003545	null
4100355	6	41003551#41003552#41003553#41003554#41003555	null
4100356	5	41003561#41003562#41003563#41003564#41003565	null
4100357	1	41003571#41003572#41003573#41003574#41003575	null
4100358	6	41003581#41003582#41003583#41003584#41003585	null
4100359	2	41003591#41003592#41003593#41003594#41003595	null
4100360	3	41003601#41003602#41003603#41003604#41003605	null
4100361	1	41003611#41003612#41003613#41003614#41003615	null
4100362	5	41003621#41003622#41003623#41003624#41003625	null
4100363	4	41003631#41003632#41003633#41003634#41003635	null
4100364	1	41003641#41003642#41003643#41003644#41003645	null
4100365	6	41003651#41003652#41003653#41003654#41003655	null
4100366	3	41003661#41003662#41003663#41003664#41003665	null
4100367	6	41003671#41003672#41003673#41003674#41003675	null
4100368	1	41003681#41003682#41003683#41003684#41003685	null
4100369	6	41003691#41003692#41003693#41003694#41003695	null
4100370	2	41003701#41003702#41003703#41003704#41003705	null
4100371	1	41003711#41003712#41003713#41003714#41003715	null
4100372	6	41003721#41003722#41003723#41003724#41003725	null
4100373	4	41003731#41003732#41003733#41003734#41003735	null
4100374	6	41003741#41003742#41003743#41003744#41003745	null
4100375	1	41003751#41003752#41003753#41003754#41003755	null
4100376	6	41003761#41003762#41003763#41003764#41003765	null
4100377	5	41003771#41003772#41003773#41003774#41003775	null
4100378	1	41003781#41003782#41003783#41003784#41003785	null
4100379	6	41003791#41003792#41003793#41003794#41003795	null
4100380	2	41003801#41003802#41003803#41003804#41003805	null
4100381	3	41003811#41003812#41003813#41003814#41003815	null
4100382	1	41003821#41003822#41003823#41003824#41003825	null
4100383	5	41003831#41003832#41003833#41003834#41003835	null
4100384	4	41003841#41003842#41003843#41003844#41003845	null
4100385	1	41003851#41003852#41003853#41003854#41003855	null
4100386	6	41003861#41003862#41003863#41003864#41003865	null
4100387	3	41003871#41003872#41003873#41003874#41003875	null
4100388	6	41003881#41003882#41003883#41003884#41003885	null
4100389	1	41003891#41003892#41003893#41003894#41003895	null
4100390	6	41003901#41003902#41003903#41003904#41003905	null
4100391	2	41003911#41003912#41003913#41003914#41003915	null
4100392	1	41003921#41003922#41003923#41003924#41003925	null
4100393	6	41003931#41003932#41003933#41003934#41003935	null
4100394	4	41003941#41003942#41003943#41003944#41003945	null
4100395	6	41003951#41003952#41003953#41003954#41003955	null
4100396	1	41003961#41003962#41003963#41003964#41003965	null
4100397	6	41003971#41003972#41003973#41003974#41003975	null
4100398	5	41003981#41003982#41003983#41003984#41003985	null
4100399	1	41003991#41003992#41003993#41003994#41003995	null
4100400	6	41004001#41004002#41004003#41004004#41004005	null
4100401	2	41004011#41004012#41004013#41004014#41004015	null
4100402	3	41004021#41004022#41004023#41004024#41004025	null
4100403	1	41004031#41004032#41004033#41004034#41004035	null
4100404	5	41004041#41004042#41004043#41004044#41004045	null
4100405	4	41004051#41004052#41004053#41004054#41004055	null
4100406	1	41004061#41004062#41004063#41004064#41004065	null
4100407	6	41004071#41004072#41004073#41004074#41004075	null
4100408	3	41004081#41004082#41004083#41004084#41004085	null
4100409	6	41004091#41004092#41004093#41004094#41004095	null
4100410	1	41004101#41004102#41004103#41004104#41004105	null
4100411	6	41004111#41004112#41004113#41004114#41004115	null
4100412	2	41004121#41004122#41004123#41004124#41004125	null
4100413	1	41004131#41004132#41004133#41004134#41004135	null
4100414	6	41004141#41004142#41004143#41004144#41004145	null
4100415	4	41004151#41004152#41004153#41004154#41004155	null
4100416	6	41004161#41004162#41004163#41004164#41004165	null
4100417	1	41004171#41004172#41004173#41004174#41004175	null
4100418	6	41004181#41004182#41004183#41004184#41004185	null
4100419	5	41004191#41004192#41004193#41004194#41004195	null
4100420	1	41004201#41004202#41004203#41004204#41004205	null
4100421	6	41004211#41004212#41004213#41004214#41004215	null
4100422	2	41004221#41004222#41004223#41004224#41004225	null
4100423	3	41004231#41004232#41004233#41004234#41004235	null
4100424	1	41004241#41004242#41004243#41004244#41004245	null
4100425	5	41004251#41004252#41004253#41004254#41004255	null
4100426	4	41004261#41004262#41004263#41004264#41004265	null
4100427	1	41004271#41004272#41004273#41004274#41004275	null
4100428	6	41004281#41004282#41004283#41004284#41004285	null
4100429	3	41004291#41004292#41004293#41004294#41004295	null
4100430	6	41004301#41004302#41004303#41004304#41004305	null
4100431	1	41004311#41004312#41004313#41004314#41004315	null
4100432	6	41004321#41004322#41004323#41004324#41004325	null
4100433	2	41004331#41004332#41004333#41004334#41004335	null
4100434	1	41004341#41004342#41004343#41004344#41004345	null
4100435	6	41004351#41004352#41004353#41004354#41004355	null
4100436	4	41004361#41004362#41004363#41004364#41004365	null
4100437	6	41004371#41004372#41004373#41004374#41004375	null
4100438	1	41004381#41004382#41004383#41004384#41004385	null
4100439	6	41004391#41004392#41004393#41004394#41004395	null
4100440	5	41004401#41004402#41004403#41004404#41004405	null
4100441	1	41004411#41004412#41004413#41004414#41004415	null
4100442	6	41004421#41004422#41004423#41004424#41004425	null
4100443	2	41004431#41004432#41004433#41004434#41004435	null
4100444	3	41004441#41004442#41004443#41004444#41004445	null
4100445	1	41004451#41004452#41004453#41004454#41004455	null
4100446	5	41004461#41004462#41004463#41004464#41004465	null
4100447	4	41004471#41004472#41004473#41004474#41004475	null
4100448	1	41004481#41004482#41004483#41004484#41004485	null
4100449	6	41004491#41004492#41004493#41004494#41004495	null
4100450	3	41004501#41004502#41004503#41004504#41004505	null
4100451	6	41004511#41004512#41004513#41004514#41004515	null
4100452	1	41004521#41004522#41004523#41004524#41004525	null
4100453	6	41004531#41004532#41004533#41004534#41004535	null
4100454	2	41004541#41004542#41004543#41004544#41004545	null
4100455	1	41004551#41004552#41004553#41004554#41004555	null
4100456	6	41004561#41004562#41004563#41004564#41004565	null
4100457	4	41004571#41004572#41004573#41004574#41004575	null
4100458	6	41004581#41004582#41004583#41004584#41004585	null
4100459	1	41004591#41004592#41004593#41004594#41004595	null
4100460	6	41004601#41004602#41004603#41004604#41004605	null
4100461	5	41004611#41004612#41004613#41004614#41004615	null
4100462	1	41004621#41004622#41004623#41004624#41004625	null
4100463	6	41004631#41004632#41004633#41004634#41004635	null
4100464	2	41004641#41004642#41004643#41004644#41004645	null
4100465	3	41004651#41004652#41004653#41004654#41004655	null
4100466	1	41004661#41004662#41004663#41004664#41004665	null
4100467	5	41004671#41004672#41004673#41004674#41004675	null
4100468	4	41004681#41004682#41004683#41004684#41004685	null
4100469	1	41004691#41004692#41004693#41004694#41004695	null
4100470	6	41004701#41004702#41004703#41004704#41004705	null
4100471	3	41004711#41004712#41004713#41004714#41004715	null
4100472	6	41004721#41004722#41004723#41004724#41004725	null
4100473	1	41004731#41004732#41004733#41004734#41004735	null
4100474	6	41004741#41004742#41004743#41004744#41004745	null
4100475	2	41004751#41004752#41004753#41004754#41004755	null
4100476	1	41004761#41004762#41004763#41004764#41004765	null
4100477	6	41004771#41004772#41004773#41004774#41004775	null
4100478	4	41004781#41004782#41004783#41004784#41004785	null
4100479	6	41004791#41004792#41004793#41004794#41004795	null
4100480	1	41004801#41004802#41004803#41004804#41004805	null
4100481	6	41004811#41004812#41004813#41004814#41004815	null
4100482	5	41004821#41004822#41004823#41004824#41004825	null
4100483	1	41004831#41004832#41004833#41004834#41004835	null
4100484	6	41004841#41004842#41004843#41004844#41004845	null
4100485	2	41004851#41004852#41004853#41004854#41004855	null
4100486	3	41004861#41004862#41004863#41004864#41004865	null
4100487	1	41004871#41004872#41004873#41004874#41004875	null
4100488	5	41004881#41004882#41004883#41004884#41004885	null
4100489	4	41004891#41004892#41004893#41004894#41004895	null
4100490	1	41004901#41004902#41004903#41004904#41004905	null
4100491	6	41004911#41004912#41004913#41004914#41004915	null
4100492	3	41004921#41004922#41004923#41004924#41004925	null
4100493	6	41004931#41004932#41004933#41004934#41004935	null
4100494	1	41004941#41004942#41004943#41004944#41004945	null
4100495	6	41004951#41004952#41004953#41004954#41004955	null
4100496	2	41004961#41004962#41004963#41004964#41004965	null
4100497	1	41004971#41004972#41004973#41004974#41004975	null
4100498	6	41004981#41004982#41004983#41004984#41004985	null
4100499	4	41004991#41004992#41004993#41004994#41004995	null
4100500	6	41005001#41005002#41005003#41005004#41005005	null
4100501	1	41005011#41005012#41005013#41005014#41005015	null
4100502	6	41005021#41005022#41005023#41005024#41005025	null
4100503	5	41005031#41005032#41005033#41005034#41005035	null
4100504	1	41005041#41005042#41005043#41005044#41005045	null
4100505	6	41005051#41005052#41005053#41005054#41005055	null
4100506	2	41005061#41005062#41005063#41005064#41005065	null
4100507	3	41005071#41005072#41005073#41005074#41005075	null
4100508	1	41005081#41005082#41005083#41005084#41005085	null
4100509	5	41005091#41005092#41005093#41005094#41005095	null
4100510	4	41005101#41005102#41005103#41005104#41005105	null
4100511	1	41005111#41005112#41005113#41005114#41005115	null
4100512	6	41005121#41005122#41005123#41005124#41005125	null
4100513	3	41005131#41005132#41005133#41005134#41005135	null
4100514	6	41005141#41005142#41005143#41005144#41005145	null
4100515	1	41005151#41005152#41005153#41005154#41005155	null
4100516	6	41005161#41005162#41005163#41005164#41005165	null
4100517	2	41005171#41005172#41005173#41005174#41005175	null
4100518	1	41005181#41005182#41005183#41005184#41005185	null
4100519	6	41005191#41005192#41005193#41005194#41005195	null
4100520	4	41005201#41005202#41005203#41005204#41005205	null
4100521	6	41005211#41005212#41005213#41005214#41005215	null
4100522	1	41005221#41005222#41005223#41005224#41005225	null
4100523	6	41005231#41005232#41005233#41005234#41005235	null
4100524	5	41005241#41005242#41005243#41005244#41005245	null
4100525	1	41005251#41005252#41005253#41005254#41005255	null
4100526	6	41005261#41005262#41005263#41005264#41005265	null
4100527	2	41005271#41005272#41005273#41005274#41005275	null
4100528	3	41005281#41005282#41005283#41005284#41005285	null
4100529	1	41005291#41005292#41005293#41005294#41005295	null
4100530	5	41005301#41005302#41005303#41005304#41005305	null
4100531	4	41005311#41005312#41005313#41005314#41005315	null
4100532	1	41005321#41005322#41005323#41005324#41005325	null
4100533	6	41005331#41005332#41005333#41005334#41005335	null
4100534	3	41005341#41005342#41005343#41005344#41005345	null
4100535	6	41005351#41005352#41005353#41005354#41005355	null
4100536	1	41005361#41005362#41005363#41005364#41005365	null
4100537	6	41005371#41005372#41005373#41005374#41005375	null
4100538	2	41005381#41005382#41005383#41005384#41005385	null
4100539	1	41005391#41005392#41005393#41005394#41005395	null
4100540	6	41005401#41005402#41005403#41005404#41005405	null
4100541	4	41005411#41005412#41005413#41005414#41005415	null
4100542	6	41005421#41005422#41005423#41005424#41005425	null
4100543	1	41005431#41005432#41005433#41005434#41005435	null
4100544	6	41005441#41005442#41005443#41005444#41005445	null
4100545	5	41005451#41005452#41005453#41005454#41005455	null
4100546	1	41005461#41005462#41005463#41005464#41005465	null
4100547	6	41005471#41005472#41005473#41005474#41005475	null
4100548	2	41005481#41005482#41005483#41005484#41005485	null
4100549	3	41005491#41005492#41005493#41005494#41005495	null
4100550	1	41005501#41005502#41005503#41005504#41005505	null
4100551	5	41005511#41005512#41005513#41005514#41005515	null
4100552	4	41005521#41005522#41005523#41005524#41005525	null
4100553	1	41005531#41005532#41005533#41005534#41005535	null
4100554	6	41005541#41005542#41005543#41005544#41005545	null
4100555	3	41005551#41005552#41005553#41005554#41005555	null
4100556	6	41005561#41005562#41005563#41005564#41005565	null
4100557	1	41005571#41005572#41005573#41005574#41005575	null
4100558	6	41005581#41005582#41005583#41005584#41005585	null
4100559	2	41005591#41005592#41005593#41005594#41005595	null
4100560	1	41005601#41005602#41005603#41005604#41005605	null
4100561	6	41005611#41005612#41005613#41005614#41005615	null
4100562	4	41005621#41005622#41005623#41005624#41005625	null
4100563	6	41005631#41005632#41005633#41005634#41005635	null
4100564	1	41005641#41005642#41005643#41005644#41005645	null
4100565	6	41005651#41005652#41005653#41005654#41005655	null
4100566	5	41005661#41005662#41005663#41005664#41005665	null
4100567	1	41005671#41005672#41005673#41005674#41005675	null
4100568	6	41005681#41005682#41005683#41005684#41005685	null
4100569	2	41005691#41005692#41005693#41005694#41005695	null
4100570	3	41005701#41005702#41005703#41005704#41005705	null
4100571	1	41005711#41005712#41005713#41005714#41005715	null
4100572	5	41005721#41005722#41005723#41005724#41005725	null
4100573	4	41005731#41005732#41005733#41005734#41005735	null
4100574	1	41005741#41005742#41005743#41005744#41005745	null
4100575	6	41005751#41005752#41005753#41005754#41005755	null
4100576	3	41005761#41005762#41005763#41005764#41005765	null
4100577	6	41005771#41005772#41005773#41005774#41005775	null
4100578	1	41005781#41005782#41005783#41005784#41005785	null
4100579	6	41005791#41005792#41005793#41005794#41005795	null
4100580	2	41005801#41005802#41005803#41005804#41005805	null
4100581	1	41005811#41005812#41005813#41005814#41005815	null
4100582	6	41005821#41005822#41005823#41005824#41005825	null
4100583	4	41005831#41005832#41005833#41005834#41005835	null
4100584	6	41005841#41005842#41005843#41005844#41005845	null
4100585	1	41005851#41005852#41005853#41005854#41005855	null
4100586	6	41005861#41005862#41005863#41005864#41005865	null
4100587	5	41005871#41005872#41005873#41005874#41005875	null
4100588	1	41005881#41005882#41005883#41005884#41005885	null
4100589	6	41005891#41005892#41005893#41005894#41005895	null
4100590	2	41005901#41005902#41005903#41005904#41005905	null
4100591	3	41005911#41005912#41005913#41005914#41005915	null
4100592	1	41005921#41005922#41005923#41005924#41005925	null
4100593	5	41005931#41005932#41005933#41005934#41005935	null
4100594	4	41005941#41005942#41005943#41005944#41005945	null
4100595	1	41005951#41005952#41005953#41005954#41005955	null
4100596	6	41005961#41005962#41005963#41005964#41005965	null
4100597	3	41005971#41005972#41005973#41005974#41005975	null
4100598	6	41005981#41005982#41005983#41005984#41005985	null
4100599	1	41005991#41005992#41005993#41005994#41005995	null
4100600	6	41006001#41006002#41006003#41006004#41006005	null
4100601	2	41006011#41006012#41006013#41006014#41006015	null
4100602	1	41006021#41006022#41006023#41006024#41006025	null
4100603	6	41006031#41006032#41006033#41006034#41006035	null
4100604	4	41006041#41006042#41006043#41006044#41006045	null
4100605	6	41006051#41006052#41006053#41006054#41006055	null
4100606	1	41006061#41006062#41006063#41006064#41006065	null
4100607	6	41006071#41006072#41006073#41006074#41006075	null
4100608	5	41006081#41006082#41006083#41006084#41006085	null
4100609	1	41006091#41006092#41006093#41006094#41006095	null
4100610	6	41006101#41006102#41006103#41006104#41006105	null
4100611	2	41006111#41006112#41006113#41006114#41006115	null
4100612	3	41006121#41006122#41006123#41006124#41006125	null
4100613	1	41006131#41006132#41006133#41006134#41006135	null
4100614	5	41006141#41006142#41006143#41006144#41006145	null
4100615	4	41006151#41006152#41006153#41006154#41006155	null
4100616	1	41006161#41006162#41006163#41006164#41006165	null
4100617	6	41006171#41006172#41006173#41006174#41006175	null
4100618	3	41006181#41006182#41006183#41006184#41006185	null
4100619	6	41006191#41006192#41006193#41006194#41006195	null
4100620	1	41006201#41006202#41006203#41006204#41006205	null
4100621	6	41006211#41006212#41006213#41006214#41006215	null
4100622	2	41006221#41006222#41006223#41006224#41006225	null
4100623	1	41006231#41006232#41006233#41006234#41006235	null
4100624	6	41006241#41006242#41006243#41006244#41006245	null
4100625	4	41006251#41006252#41006253#41006254#41006255	null
4100626	6	41006261#41006262#41006263#41006264#41006265	null
4100627	1	41006271#41006272#41006273#41006274#41006275	null
4100628	6	41006281#41006282#41006283#41006284#41006285	null
4100629	5	41006291#41006292#41006293#41006294#41006295	null
4100630	1	41006301#41006302#41006303#41006304#41006305	null
4100631	6	41006311#41006312#41006313#41006314#41006315	null
4100632	2	41006321#41006322#41006323#41006324#41006325	null
4100633	3	41006331#41006332#41006333#41006334#41006335	null
4100634	1	41006341#41006342#41006343#41006344#41006345	null
4100635	5	41006351#41006352#41006353#41006354#41006355	null
4100636	4	41006361#41006362#41006363#41006364#41006365	null
4100637	1	41006371#41006372#41006373#41006374#41006375	null
4100638	6	41006381#41006382#41006383#41006384#41006385	null
4100639	3	41006391#41006392#41006393#41006394#41006395	null
4100640	6	41006401#41006402#41006403#41006404#41006405	null
4100641	1	41006411#41006412#41006413#41006414#41006415	null
4100642	6	41006421#41006422#41006423#41006424#41006425	null
4100643	2	41006431#41006432#41006433#41006434#41006435	null
4100644	1	41006441#41006442#41006443#41006444#41006445	null
4100645	6	41006451#41006452#41006453#41006454#41006455	null
4100646	4	41006461#41006462#41006463#41006464#41006465	null
4100647	6	41006471#41006472#41006473#41006474#41006475	null
