Id	Quality	Star	SiteType	Suit	BasicAttr	Sell	CanRefine	RefineCost	RefineAttrNum	RandAttr	MergeCostItem	NextId	CanChange	ChangeCost
364203	5	5	3	65	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
364204	5	5	4	65	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
370001	3	1	1	71	2#317	10443#6	0	null	0	null	10442#3|10441#15	371001	0	null
370002	3	1	2	71	1#3858	10443#6	0	null	0	null	10442#3|10441#15	371002	0	null
370003	3	1	3	71	2#317	10443#6	0	null	0	null	10442#3|10441#15	371003	0	null
370004	3	1	4	71	1#3858	10443#6	0	null	0	null	10442#3|10441#15	371004	0	null
370101	4	1	1	71	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	371101	0	null
370102	4	1	2	71	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	371102	0	null
370103	4	1	3	71	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	371103	0	null
370104	4	1	4	71	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	371104	0	null
370201	5	1	1	71	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	371201	1	16#100
370202	5	1	2	71	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	371202	1	16#200
370203	5	1	3	71	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	371203	1	16#300
370204	5	1	4	71	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	371204	1	16#400
371001	3	2	1	72	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	372001	0	null
371002	3	2	2	72	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	372002	0	null
371003	3	2	3	72	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	372003	0	null
371004	3	2	4	72	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	372004	0	null
371101	4	2	1	72	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	372101	0	null
371102	4	2	2	72	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	372102	0	null
371103	4	2	3	72	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	372103	0	null
371104	4	2	4	72	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	372104	0	null
371201	5	2	1	72	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	372201	1	16#500
371202	5	2	2	72	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	372202	1	16#600
371203	5	2	3	72	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	372203	1	16#700
371204	5	2	4	72	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	372204	1	16#800
372001	3	3	1	73	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	373001	0	null
372002	3	3	2	73	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	373002	0	null
372003	3	3	3	73	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	373003	0	null
372004	3	3	4	73	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	373004	0	null
372101	4	3	1	73	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	373101	0	null
372102	4	3	2	73	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	373102	0	null
372103	4	3	3	73	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	373103	0	null
372104	4	3	4	73	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	373104	0	null
372201	5	3	1	73	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	373201	1	16#900
372202	5	3	2	73	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	373202	1	16#1000
372203	5	3	3	73	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	373203	1	16#1100
372204	5	3	4	73	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	373204	1	16#1200
373001	3	4	1	74	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	374001	0	null
373002	3	4	2	74	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	374002	0	null
373003	3	4	3	74	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	374003	0	null
373004	3	4	4	74	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	374004	0	null
373101	4	4	1	74	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	374101	0	null
373102	4	4	2	74	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	374102	0	null
373103	4	4	3	74	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	374103	0	null
373104	4	4	4	74	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	374104	0	null
373201	5	4	1	74	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	374201	1	16#1300
373202	5	4	2	74	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	374202	1	16#1400
373203	5	4	3	74	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	374203	1	16#1500
373204	5	4	4	74	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	374204	1	16#1600
374001	3	5	1	75	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
374002	3	5	2	75	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
374003	3	5	3	75	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
374004	3	5	4	75	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
374101	4	5	1	75	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
374102	4	5	2	75	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
374103	4	5	3	75	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
374104	4	5	4	75	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
374201	5	5	1	75	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
374202	5	5	2	75	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
374203	5	5	3	75	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
374204	5	5	4	75	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
380001	3	1	1	81	2#317	10443#7	0	null	0	null	10442#3|10441#15	381001	0	null
380002	3	1	2	81	1#3858	10443#7	0	null	0	null	10442#3|10441#15	381002	0	null
380003	3	1	3	81	2#317	10443#7	0	null	0	null	10442#3|10441#15	381003	0	null
380004	3	1	4	81	1#3858	10443#7	0	null	0	null	10442#3|10441#15	381004	0	null
380101	4	1	1	81	2#349	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	381101	0	null
380102	4	1	2	81	1#4244	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	381102	0	null
380103	4	1	3	81	2#349	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	381103	0	null
380104	4	1	4	81	1#4244	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	381104	0	null
380201	5	1	1	81	2#387	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	381201	1	16#100
380202	5	1	2	81	1#4707	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	381202	1	16#200
380203	5	1	3	81	2#387	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	381203	1	16#300
380204	5	1	4	81	1#4707	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	381204	1	16#400
381001	3	2	1	82	2#380	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	382001	0	null
381002	3	2	2	82	1#4630	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	382002	0	null
381003	3	2	3	82	2#380	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	382003	0	null
381004	3	2	4	82	1#4630	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	382004	0	null
381101	4	2	1	82	2#418	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	382101	0	null
381102	4	2	2	82	1#5093	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	382102	0	null
381103	4	2	3	82	2#418	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	382103	0	null
381104	4	2	4	82	1#5093	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	382104	0	null
381201	5	2	1	82	2#464	10443#26|10442#12|10441#60	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	382201	1	16#500
381202	5	2	2	82	1#5649	10443#26|10442#12|10441#60	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	382202	1	16#600
381203	5	2	3	82	2#464	10443#26|10442#12|10441#60	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	382203	1	16#700
381204	5	2	4	82	1#5649	10443#26|10442#12|10441#60	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	382204	1	16#800
382001	3	3	1	83	2#456	10443#20|10442#4|10441#20	0	null	0	null	10442#5|10441#17	383001	0	null
382002	3	3	2	83	1#5556	10443#20|10442#4|10441#20	0	null	0	null	10442#5|10441#17	383002	0	null
382003	3	3	3	83	2#456	10443#20|10442#4|10441#20	0	null	0	null	10442#5|10441#17	383003	0	null
382004	3	3	4	83	1#5556	10443#20|10442#4|10441#20	0	null	0	null	10442#5|10441#17	383004	0	null
382101	4	3	1	83	2#502	10443#30|10442#8|10441#40	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	383101	0	null
382102	4	3	2	83	1#6111	10443#30|10442#8|10441#40	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	383102	0	null
382103	4	3	3	83	2#502	10443#30|10442#8|10441#40	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	383103	0	null
382104	4	3	4	83	1#6111	10443#30|10442#8|10441#40	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	383104	0	null
382201	5	3	1	83	2#557	10443#40|10442#16|10441#80	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	383201	1	16#900
382202	5	3	2	83	1#6778	10443#40|10442#16|10441#80	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	383202	1	16#1000
382203	5	3	3	83	2#557	10443#40|10442#16|10441#80	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	383203	1	16#1100
382204	5	3	4	83	1#6778	10443#40|10442#16|10441#80	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	383204	1	16#1200
383001	3	4	1	84	2#548	10443#28|10442#5|10441#25	0	null	0	null	10442#6|10441#18	384001	0	null
383002	3	4	2	84	1#6667	10443#28|10442#5|10441#25	0	null	0	null	10442#6|10441#18	384002	0	null
383003	3	4	3	84	2#548	10443#28|10442#5|10441#25	0	null	0	null	10442#6|10441#18	384003	0	null
383004	3	4	4	84	1#6667	10443#28|10442#5|10441#25	0	null	0	null	10442#6|10441#18	384004	0	null
383101	4	4	1	84	2#603	10443#43|10442#10|10441#50	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	384101	0	null
383102	4	4	2	84	1#7334	10443#43|10442#10|10441#50	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	384102	0	null
383103	4	4	3	84	2#603	10443#43|10442#10|10441#50	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	384103	0	null
383104	4	4	4	84	1#7334	10443#43|10442#10|10441#50	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	384104	0	null
383201	5	4	1	84	2#669	10443#57|10442#20|10441#100	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	384201	1	16#1300
383202	5	4	2	84	1#8134	10443#57|10442#20|10441#100	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	384202	1	16#1400
383203	5	4	3	84	2#669	10443#57|10442#20|10441#100	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	384203	1	16#1500
383204	5	4	4	84	1#8134	10443#57|10442#20|10441#100	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	384204	1	16#1600
384001	3	5	1	85	2#657	10443#43|10442#6|10441#30	0	null	0	null	10442#7|10441#19	0	0	null
384002	3	5	2	85	1#8000	10443#43|10442#6|10441#30	0	null	0	null	10442#7|10441#19	0	0	null
384003	3	5	3	85	2#657	10443#43|10442#6|10441#30	0	null	0	null	10442#7|10441#19	0	0	null
384004	3	5	4	85	1#8000	10443#43|10442#6|10441#30	0	null	0	null	10442#7|10441#19	0	0	null
384101	4	5	1	85	2#723	10443#64|10442#12|10441#60	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
384102	4	5	2	85	1#8801	10443#64|10442#12|10441#60	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
384103	4	5	3	85	2#723	10443#64|10442#12|10441#60	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
384104	4	5	4	85	1#8801	10443#64|10442#12|10441#60	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
384201	5	5	1	85	2#802	10443#86|10442#24|10441#120	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
384202	5	5	2	85	1#9761	10443#86|10442#24|10441#120	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
384203	5	5	3	85	2#802	10443#86|10442#24|10441#120	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
384204	5	5	4	85	1#9761	10443#86|10442#24|10441#120	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
390001	3	1	1	91	2#317	10443#7	0	null	0	null	10442#3|10441#15	391001	0	null
390002	3	1	2	91	1#3858	10443#7	0	null	0	null	10442#3|10441#15	391002	0	null
390003	3	1	3	91	2#317	10443#7	0	null	0	null	10442#3|10441#15	391003	0	null
390004	3	1	4	91	1#3858	10443#7	0	null	0	null	10442#3|10441#15	391004	0	null
390101	4	1	1	91	2#349	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	391101	0	null
390102	4	1	2	91	1#4244	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	391102	0	null
390103	4	1	3	91	2#349	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	391103	0	null
390104	4	1	4	91	1#4244	10443#10	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	391104	0	null
390201	5	1	1	91	2#387	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	391201	1	16#100
390202	5	1	2	91	1#4707	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	391202	1	16#200
390203	5	1	3	91	2#387	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	391203	1	16#300
390204	5	1	4	91	1#4707	10443#14	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	391204	1	16#400
391001	3	2	1	92	2#380	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	392001	0	null
391002	3	2	2	92	1#4630	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	392002	0	null
391003	3	2	3	92	2#380	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	392003	0	null
391004	3	2	4	92	1#4630	10443#13|10442#3|10441#15	0	null	0	null	10442#4|10441#16	392004	0	null
391101	4	2	1	92	2#418	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	392101	0	null
391102	4	2	2	92	1#5093	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	392102	0	null
391103	4	2	3	92	2#418	10443#19|10442#6|10441#30	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	392103	0	null
